time_points	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230
CNAG_00972	24.582	32.736	19.908	31.865	37.877	46.96	52.32	70.936	75.008	73.955	70.079	63.182	68.592	66.54	70.423	70.815	60.83	63.351	60.296	60.401	66.101	67.482	70.146	67.636
CNAG_00973	20.012	44.316	57.591	29.07	15.4	23.849	31.858	37.292	32.96	37.678	35.771	26.502	26.659	26.305	32.132	38.005	30.878	26.596	24.626	26.677	28.007	28.814	30.918	32.487
CNAG_00974	1.071	1	1	1	1.076	1	1	1	1.212	1.127	1.257	1.056	1.107	1.065	1	1.054	1.141	1.067	1.063	1	1	1.064	1.059	1.074
CNAG_00975	3.131	13.905	16.073	18.052	15.333	17.899	14.214	13.841	15.129	13.567	9.097	8.056	8.434	7.968	8.554	7.913	8.706	7.682	7.014	7.039	6.613	7.499	7.665	6.072
CNAG_00976	274.866	754.802	890.366	630.987	552.706	542.543	454.593	391.593	350.135	319.757	291.906	297.049	267.728	269.792	288.09	259.757	284.663	277.891	275.361	289.045	306.929	296.724	283.556	290.833
CNAG_00977	15.785	9.428	12.633	27.087	29.461	29.195	26.186	20.98	31.265	41.019	39.813	38.043	37.528	37.535	35.612	32.261	33.595	36.141	38.459	37.927	34.272	35.452	33.332	30.561
CNAG_00978	190.973	228.753	320.939	234.576	388.935	380.259	408.117	378.325	400.275	377.567	275.828	295.604	386.58	390.856	404.212	247.036	331.216	316.39	316.575	325.481	309.917	317.172	308.217	276.934
CNAG_00979	5.073	2.462	17.393	38.571	31.568	16.478	9.502	4.649	4.311	11.056	22.339	25.868	20.763	18.333	13.975	15.536	16.595	16.245	14.894	13.647	10.923	9.785	9.408	11.639
CNAG_00980	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.112	1	1	1	1	1	1	1	1	1
CNAG_00981	5.843	1.126	1	1	1.04	1.041	1.117	1.312	1.788	1.571	1.237	1.295	1.654	1.413	1.481	1.977	1.974	1.532	1.777	1.468	1.567	1.753	2.545	2.088
CNAG_00982	13.298	19.961	21.086	39.268	47.676	54.654	59.978	60.9	55.154	59.085	58.491	59.836	58.691	64.538	53.805	55.111	55.906	55.111	49.915	50.963	50.653	50.976	51.399	48.97
CNAG_00983	8.82	2.948	8.42	13.67	9.526	5.733	3.721	4.329	6.288	7.904	8.958	8.309	7.698	6.969	6.622	7.276	7.468	7.529	7.679	7.249	6.671	6.289	6.856	7.472
CNAG_00984	1174.99	575.105	112.216	19.891	6.576	2.635	2.121	3.359	10.291	10.241	6.954	7.689	6.674	7.864	11.727	13.165	14.944	17.447	18.854	19.716	17.306	22.954	33.985	41.931
CNAG_00985	43.028	21.746	58.477	51.23	40.487	30.284	25.191	23.601	26.505	40.013	43.334	46.693	40.679	43.056	43.457	49.908	46.586	46.165	49.34	49.45	44.725	49.549	47.539	47.183
CNAG_00986	10.727	22.448	40.292	54.945	58.665	60.303	52.1	48.522	44.731	46.403	52.16	51.851	44.658	45.865	39.613	41.316	42.246	40.303	36.093	36.819	35.782	35.613	33.694	34.356
CNAG_00987	19.877	11.593	10.841	16.869	18.973	18.154	20.153	22.747	20.785	21.787	28.458	27.947	30.56	27.247	27.856	31.333	23.875	23.917	24.232	23.491	24.643	24.84	27.392	25.376
CNAG_00988	77.776	94.402	150.972	176.884	165.699	131.19	136.473	97.564	76.909	91.705	108.142	104.827	93.758	98.339	88.552	81.619	79.008	81.892	87.267	88.658	78.705	77.118	81.433	75.553
CNAG_00989	81.545	62.998	85.335	94.903	101.854	91.379	93.871	74.706	49.191	60.827	88.114	108.423	105.463	114.474	96.761	100.941	98.83	106.862	105.506	115.098	116.688	105.89	97.179	93.904
CNAG_00990	64.592	86.25	171.914	121.618	314.558	201.325	190.331	173.489	338.208	256.075	148.308	158.93	282.048	179.42	242.492	121.923	350.895	336.825	267.567	260.076	257.393	249.691	237.03	248.125
CNAG_00991	17.843	25.645	8.389	7.444	13.506	22.521	33.708	49.914	41.112	33.998	29.348	26.248	31.391	36.097	41.488	47.64	28.012	24.2	22.817	27.367	32.991	38.852	36.642	32.59
CNAG_00992	360.081	564.734	793.09	396.743	478.907	651.299	920.999	969.539	692.553	554.311	418.476	425.762	470.463	545.257	546.668	434.814	432.843	414.934	412.798	447.177	447.072	477.212	483.273	434.35
CNAG_00993	10.991	5.317	7.218	7.708	9.606	14.817	15.911	15.852	16.024	17.064	18.235	17.467	16.765	17.323	17.158	17.119	17.325	18.172	17.676	18.609	19.295	17.365	14.763	17.836
CNAG_00994	197.311	193.255	186.813	145.292	108.666	128.021	144.485	178.005	138.131	157.322	170.915	143.91	146.617	142.768	148.446	175.788	141.798	135.538	146.397	147.16	140.038	151.644	146.318	138.985
CNAG_00995	551.821	7.397	1.307	1.126	1.162	1.244	1.65	4.987	17.293	12.493	5.808	4.953	5.264	7.652	16.782	22.657	18.649	14.273	15.845	15.265	20.303	32.907	56.647	54.46
CNAG_00996	187.425	83.261	39.007	26.894	25.884	26.58	32.398	41.78	43.187	50.433	49.944	44.852	44.074	55.398	55.724	57.856	49.216	46.586	48.625	53.693	53.277	56.52	59.593	58.19
CNAG_00997	55.987	80.842	212.227	102.321	139.349	112.658	90.898	116.842	117.915	116.353	89.942	105.96	122.936	109.704	141.563	94.461	169.484	153.377	133.72	129.758	134.883	126.31	124.359	125.217
CNAG_00998	16.214	13.34	11.337	11.907	12.827	15.093	13.291	13.315	16.857	14.651	11.639	11.691	11.669	10.992	12.101	9.415	10.588	9.854	10.206	10.648	10.442	10.67	10.838	11.44
CNAG_00999	28.547	33.564	20.177	9.494	13.018	15.329	13.075	11.897	6.476	11.291	20.126	28.618	33.854	36.467	36.898	35.512	38.6	41.256	47.225	52.404	47.02	47.932	45.354	43.516
CNAG_01000	19.617	31.863	37.569	39.23	43.626	59.022	67.121	53.359	45.477	43.462	40.624	40.218	40.938	42.731	40.76	38.457	34.824	34.47	38.242	39.452	37.087	36.239	37.516	35.523
CNAG_01001	4.625	2.102	1.429	1.768	1.479	1.6	1.537	1.941	2.616	1.911	1.937	1.846	1.717	1.629	1.988	2.038	1.983	2.142	2.087	2.192	2.045	2.238	2.403	2.36
CNAG_01002	54.71	31.948	14.986	15.769	13.581	11.447	10.824	9.102	9.355	10.753	11.514	10.864	9.332	8.848	8.834	9.344	9.746	10.207	10.734	10.51	10.516	10.453	11.058	10.385
CNAG_01003	29.957	39.962	44.765	51.907	55.164	77.01	103.44	87.236	68.709	69.281	56.93	48.183	48.784	55.931	52.45	52.222	45.171	45.473	44.548	45.359	43.637	45.358	51.839	46.208
CNAG_01004	14.452	14.931	23.225	37.238	44.459	40.188	33.675	16.196	6.537	7.043	12.527	16.464	17.171	18.12	15.773	15.741	14.476	16.473	23.681	26.4	26.72	24.119	21.841	20.826
CNAG_01005	478.648	515.615	828.867	534.954	331.485	236.279	200.717	240.247	233.928	299.585	350.863	376.312	343.271	325.38	350.439	377.736	433.488	437.696	405.751	410.464	381.108	380.815	394.45	402.441
CNAG_01006	4.348	2.926	3.435	3.778	4.105	3.822	3.32	4.588	5.584	5.581	4.438	4.976	5.017	3.965	5.001	4.662	5.651	5.407	4.834	5.082	4.809	5.617	5.957	5.862
CNAG_01007	12.033	4.268	2.26	2.042	1.998	4.008	4.317	8.278	9.449	9.236	9.265	7.395	6.356	7.01	8.763	12.275	10.2	8.658	9.697	8.701	10.06	11.136	15.464	15.034
CNAG_01008	10.688	11.367	13.637	27.325	21.256	20.918	20.005	18.982	17.34	21.027	27.764	30.718	27.904	29.667	25.403	27.57	26.59	24.818	28.021	29.256	29.789	28.095	26.335	23.327
CNAG_01009	23.648	77.965	76.865	51.615	50.914	47.493	40.002	35.807	35.568	36.01	27.863	29.212	29.122	33.385	31.039	25.616	27.971	27.91	25.387	25.992	25.509	26.875	26.567	26.502
CNAG_01010	524.769	330.35	165.848	41.505	34.383	40.143	47.9	59.202	83.872	110.74	133.976	146.321	142.164	147.61	147.705	155.65	174.242	177.351	180.552	183.318	178.959	176.687	186.103	202.8
CNAG_01011	16.257	7.326	5.491	7.233	5.48	4.99	3.619	5.295	5.197	5.195	5.64	5.306	4.914	3.978	3.849	5.512	5.551	4.681	5.453	5.076	4.969	4.933	5.948	6.428
CNAG_01012	5.673	9.361	16.315	36.608	37.217	37.242	39.703	34.01	31.359	36.414	36.25	35.558	34.691	33.857	33.84	33.275	32.084	30.951	31.084	30.151	29.114	27.519	27.639	25.845
CNAG_01013	23.197	25.741	28.619	25.856	21.97	28.755	24.867	20.081	19.394	19.46	19.245	17.606	18.743	17.503	16.574	17.561	17.625	16.49	16.271	16.839	16.452	15.728	15.493	14.504
CNAG_01014	30.818	25.53	45.2	35.88	19.117	12.258	10.715	12.864	16.543	19.572	22.291	21.469	15.886	13.317	14.641	17.402	22.633	21.681	20.441	18.76	17.536	21.809	17.343	19.725
CNAG_01015	37.376	20.148	25.733	25.098	27.581	23.926	22.06	20.448	27.221	25.556	21.108	21.852	26.303	25.808	24.56	22.537	26.115	26.423	26.477	27.319	25.145	27.453	23.01	24.179
CNAG_01016	8.752	2.433	3.441	5.188	5.64	4.692	3.803	5.516	8.067	7.249	6.127	5.968	7.1	7.131	6.413	6.645	5.745	6.794	6.337	6.676	6.358	6.732	6.894	6.704
CNAG_01017	5.97	3.827	4.193	7.293	6.34	5.897	4.984	3.769	3.965	5.56	6.14	6.238	5.446	5.198	4.987	5.378	5.07	5.493	5.871	6.408	5.23	5.326	5.433	6.366
CNAG_01018	332.061	525.904	650.851	435.974	483.519	561.488	688.547	665.898	521.722	522.875	520.803	549.722	491.353	567.131	508.749	439.799	407.018	386.843	393.836	419.278	418.801	419.618	402.568	370.427
CNAG_01019	1525.63	1632.24	2156.55	967.81	1162.95	1142.67	1247.14	1422.55	1491.29	1760.87	1682.05	1763.01	1747.09	1786.63	1879.71	1554.42	2213.3	2105.99	1967.78	1978.16	1917.03	1879.59	1890.95	2101
CNAG_01020	26.999	29.637	35.995	57.454	60.262	59.866	56.694	51.177	45.224	48.036	57.197	60.792	54.935	56.545	48.321	52.406	48.569	49.754	44.145	49.074	51.135	44.944	47.687	43.496
CNAG_01021	62.739	113.445	231.654	232.424	352.801	359.622	405.053	361.747	322.242	273.494	233.915	273.731	303.072	309.282	286.21	199.277	212.854	224.368	220.377	223.918	213.339	213.975	194.959	177.636
CNAG_01022	7.641	2.549	3.289	4.6	3.019	2.611	1.944	3.178	5.947	8.551	8.481	6.78	6.21	5.808	7.21	9.147	8.78	9.234	8.188	7.939	7.708	8.467	9.679	10.451
CNAG_01023	7.912	20.145	8.26	11.004	62.19	122.445	152.57	108.269	65.303	38.941	22.399	32.999	54.686	61.677	62.16	33.738	30.202	31.738	37.316	49.065	53.222	51.393	48.263	39.448
CNAG_01024	3.925	3.655	3.205	4.054	5.504	4.835	5.062	4.295	6.73	6.405	4.8	4.933	7.796	6.364	6.903	4.479	7.686	7.501	7.995	7.982	7.969	7.654	7.007	5.87
CNAG_01025	16.2	7.738	19.927	42.187	36.821	11.757	7.614	5.263	15.085	24.893	22.785	22.677	24.765	21.317	20.592	18.725	30.895	31.792	32.279	29.192	23.444	22.456	23.703	25.153
CNAG_01026	10.219	3.456	1.234	3.561	5.973	5.489	5.839	6.791	8.731	8.824	6.907	5.703	7.095	6.207	7.065	6.222	6.703	6.963	6.407	6.521	6.067	5.81	6.933	7.279
CNAG_01027	276.551	146.309	27.227	83.37	188.674	207.177	203.603	165.059	162.531	187.611	179.32	214.47	217.482	235.738	249.854	190.035	210.755	218.777	238.017	255.403	239.947	235.249	228.574	212.092
CNAG_01028	34.052	1.673	1.649	3.238	5.437	5.148	4.617	6.254	7.807	7.216	7.93	8.871	8.833	9.607	8.497	11.484	9.81	8.728	9.108	8.511	8.828	9.55	9.747	9.017
CNAG_01029	28.244	18.505	11.058	14.073	30.58	50.667	50.237	50.188	42.68	38.459	39.872	41.594	39.88	42.494	42.403	39.044	38.874	37.905	35.609	37.226	39.519	38.322	41.041	37.709
CNAG_01030	6.557	6.582	6.873	5.743	7.637	9.674	8.442	12.013	10.988	9.133	8.086	9.121	8.941	10.223	10.399	10.279	8.595	10.177	8.741	8.418	9.693	11.951	10.489	9.53
CNAG_01031	246.583	9.14	1.111	1.153	1.219	1.088	1.676	3.584	9.056	6.789	5.047	5.614	6.888	7.378	10.436	13.563	12.327	12.348	14.105	11.459	13.204	17.597	27.68	26.552
CNAG_01032	2.419	1.407	1.141	1.538	1.572	1.854	1.791	1.483	2.261	2.32	2.31	2.041	2.298	1.915	1.959	2.253	2.35	2.538	2.334	2.356	2.364	2.246	2.472	2.646
CNAG_01033	11.95	21.889	23.311	20.514	23.533	30.336	31.955	21.891	16.289	18.217	21.694	20.647	20.528	18.021	16.59	16.829	19.904	19.282	18.161	19.001	19.567	16.62	17.103	16.949
CNAG_01034	5.112	3.349	3.044	2.275	1.679	1.683	1.808	2.114	1.922	1.348	1.395	1.497	1.772	1.534	1.623	1.484	1.775	1.871	1.48	1.373	1.693	1.797	1.572	1.856
CNAG_01035	128.871	95.59	164.553	167.902	125.073	113.562	131.653	149.333	149.756	192.799	240.747	247.303	213.26	207.939	196.694	228.532	213.901	210.701	214.32	211.881	222.303	207.02	209.748	212.879
CNAG_01036	72.732	21.211	27.345	50.107	37.091	27.358	19.285	14.51	17.522	26.251	38.844	40.396	38.455	39.913	35.975	42.586	41.747	46.561	53.765	52.35	49.427	48.447	47.152	49.354
CNAG_01037	12.913	5.123	4.197	5.581	5.129	5.263	4.489	3.997	5.118	5.756	6.585	7.191	6.432	5.954	5.59	6.678	6.569	6.459	6.813	6.755	6.396	6.53	6.619	7.241
CNAG_01038	21.993	19.592	19.879	20.331	21.323	22.172	23.461	23.567	25.114	21.614	19.779	22.408	20.923	20.946	19.048	18.74	18.995	18.268	16.559	16.902	19.226	20.559	18.772	19.079
CNAG_01039	32.169	6.745	5.012	7.475	10.841	15.035	16.69	18.109	21.77	20.697	18.152	18.6	19.049	19.443	19.782	18.981	17.632	16.573	16.759	16.939	17.463	17.587	18.632	18.791
CNAG_01040	3.943	2.297	2.437	2.635	2.085	1.877	2.121	1.995	1.714	1.593	1.644	1.677	1.615	1.473	1.776	1.66	1.86	1.932	1.842	2.085	1.807	2.281	1.93	2.068
CNAG_01041	2.271	1.873	1.677	4.181	3.263	2.5	1.981	1.752	2.715	2.786	3.005	2.964	3.181	2.828	2.421	2.569	3.151	3.247	3.338	3.868	3.231	2.867	3.188	3.818
CNAG_01042	5.073	4.776	3.416	3.219	2.609	2.933	3.085	2.868	3.985	2.662	2.679	2.742	3.157	1.915	2.759	2.745	3.621	3.081	3.236	2.776	2.852	3.463	3.216	3.299
CNAG_01043	1882.12	240.641	20.968	6.108	13.505	25.883	47.949	90.897	188.779	209.658	178.511	154.826	142.325	152.796	167.848	212.66	225.662	213.381	211.202	201.794	203.917	240.511	274.003	302.581
CNAG_01044	859.577	228.164	45.17	23.874	18.922	16.844	17.765	17.004	16.291	17.57	21.353	20.668	18.759	18.974	19.911	26.625	22.658	25.221	28.623	29.52	27.439	29.79	34.169	37.246
CNAG_01045	129.215	143.729	233.185	206.904	159.744	136.635	133.197	99.633	72.76	80.858	101.831	104.163	86.784	86.836	73.314	79.727	76.109	81.72	88.569	87.161	79.904	76.84	74.673	80.061
CNAG_01046	45.493	24.327	27.359	39.278	45.767	49.762	56.566	44.903	39.579	47.814	55.707	66.332	67.892	69.277	61.107	60.935	61.981	63.195	68.526	70.072	68.651	65.088	62.815	59.084
CNAG_01047	269.482	104.505	20.392	1.593	1.113	1	1.11	1.495	3.791	4.163	3.003	2.91	2.517	2.256	3.185	6.207	4.886	6.076	5.357	5.953	5.735	8.254	11.723	12.381
CNAG_01048	2.496	2.16	2.487	2.122	1.439	1.327	1.227	1.151	1.288	1.258	1.311	1.428	1.251	1.173	1.175	1.233	1.262	1.347	1.416	1.442	1.37	1.176	1.326	1.453
CNAG_01049	135.633	438.808	1908.43	969.835	516.317	453.776	463.041	465.175	355.662	345.498	317.881	259.729	255.758	255.045	257.587	288.081	248.72	239.081	261.675	235.08	224.837	213.108	221.234	209.192
CNAG_01050	15.024	5.844	16.301	34.606	26.149	19.372	16.128	15.425	18.81	24.609	32.381	32.495	24.32	23.216	19.486	26.606	25.526	27.754	25.188	23.819	23.99	21.902	22.686	28.027
CNAG_01051	6.847	15.519	14.21	14.915	9.763	9.319	10.031	12.905	13.179	12.191	10.407	8.797	10.413	11.401	12.868	13.18	10.592	10.288	10.394	11.498	12.137	11.891	14.283	13.922
CNAG_01052	260.085	135.67	8.107	1.227	1.065	1.229	1.658	3.575	12.77	14.514	8.647	6.735	6.476	7.955	12.96	23.916	19.664	19.972	19.488	22.374	24.433	36.763	61.559	70.252
CNAG_01053	20.447	28.382	33.777	37.751	38.513	44.435	46.322	38.53	30.675	30.827	31.56	32.968	29.907	28.861	27.27	27.007	23.363	24.124	25.496	27.78	25.176	23.291	26.302	22.823
CNAG_01054	25.533	30.007	32.542	28.588	28.58	37.495	43.358	32.031	29.958	29.321	28.697	30.18	31.654	27.784	28.549	26.338	26.418	26.636	26.744	28.14	27.076	26.187	23.856	27.103
CNAG_01055	89.501	69.766	34.37	14.447	29.663	70.241	97.975	83.78	56.438	46.253	48.794	43.371	38.08	42.048	42.489	49.365	43.647	39.808	41.785	42.127	43.343	45.798	52.382	51.829
CNAG_01056	1.567	1.253	1	1.415	1.24	1	1.118	1.237	1.445	1	1.305	1	1.254	1.513	1.331	1	1.332	1.105	1.2	1.535	1.28	1.203	1.094	1.117
CNAG_01057	24.523	12.931	10.442	15.86	14.871	17.361	17.88	19.301	19.418	19.404	20.562	20.911	22.063	20.262	22.327	22.915	20.117	19.492	19.498	21.382	19.14	20.678	22.006	23.617
CNAG_01058	9.602	16.411	12.418	25.686	20.786	22.522	24.288	26.525	22.963	21.294	24.446	19.736	21.269	20.461	19.751	24.165	21.75	22.944	21.508	19.222	21.561	22.309	22.01	21.188
CNAG_01059	83.617	45.4	25.209	14.964	11.726	11.659	9.967	10.068	10.817	9.923	10.873	9.572	9.007	9.239	8.743	10.394	10.086	9.986	11.785	11.474	12.295	10.57	11.607	11.699
CNAG_01060	225.747	300.579	678.817	659.686	720.249	587.522	565.384	532.153	404.761	427.255	500.024	583.741	593.145	691.718	668.989	500.669	528.897	515.457	494.054	528.218	515.23	502.743	493.505	484.956
CNAG_01061	12.566	3.58	1.599	1.39	1.544	1.581	1.456	1.947	1.9	2.006	2.208	2.092	1.879	1.928	1.918	2.277	1.866	1.805	2.016	1.971	1.838	2.24	2.468	2.247
CNAG_01062	6.822	10.27	5.848	8.035	10.064	18.25	21.755	18.465	14.927	13.509	10.952	11.615	13.205	13.61	12.235	12.032	10.799	10.39	10.862	11.597	11.195	11.168	11.699	10.515
CNAG_01063	40.809	9.301	5.52	9.099	12.167	14.69	14.51	14.678	16.983	20.457	24.688	26.829	27.036	29.519	26.031	24.499	21.205	24.603	26.923	27.267	26.635	26.689	27.835	26.094
CNAG_01064	18.918	10.693	10.411	11.68	10.019	8.451	9.972	13.561	13.174	12.52	13.702	11.09	11.966	10.482	11.486	12.945	10.745	11.711	12.501	10.114	10.057	12.206	10.776	11.569
CNAG_01065	19.049	7.072	7.383	13.183	10.278	8.845	7.591	6.595	7.964	8.839	10.986	10.168	8.742	9.087	8.756	10.224	11.029	9.584	10.396	10.286	9.972	9.573	8.827	9.036
CNAG_01069	17.889	14.167	15.635	10.943	10.773	13.944	14.929	13.129	12.663	12.302	11.504	13.38	13.642	13.926	12.739	11.709	11.324	11.103	11.666	12.406	12.401	11.832	11.198	11.777
CNAG_01070	1.65	2.688	2.308	3.459	2.74	1.708	2.32	1.641	1.655	1.827	1.87	2.274	2.021	1.318	1.608	1.767	1.5	1.765	1.797	1.886	1.744	1.808	1.55	1.798
CNAG_01071	16.334	21.052	26.063	21.214	17.692	17.707	14.277	14.385	14.592	14.431	12.548	15.364	13.754	13.019	12.616	11.701	12.549	11.554	13.454	11.955	11.728	11.759	11.334	12.979
CNAG_01072	12.376	7.701	10.81	9.592	11.142	8.449	6.814	7.545	9.214	8.459	7.792	7.826	8.794	8.071	9.229	6.861	8.968	9.704	8.777	9.159	8.676	8.888	8.316	8.61
CNAG_01073	48.719	10.085	16.515	24.759	20.754	13.401	10.729	9.405	11.544	10.971	10.861	12.901	12.217	11.843	10.635	12.271	10.64	11.809	14.226	15.172	15.098	13.688	13.147	14.153
CNAG_01074	6.958	2.099	1.908	2.459	1.604	1.345	1.391	1.35	1.32	1.623	1.708	1.733	1.924	1.532	1.344	1.534	2.132	1.742	2.266	2.031	1.659	1.716	1.83	1.811
CNAG_01075	2.44	1.992	2.278	2.466	3.974	3.31	3.512	3.102	2.541	2.554	2.751	2.481	2.361	2.829	2.35	2.355	1.826	2.295	2.412	2.696	2.678	2.302	2.534	2.415
CNAG_01076	10.307	6.288	3.53	3.948	3.418	3.279	3.552	2.534	2.406	3.011	2.556	2.604	2.251	2.256	1.936	2.346	2.473	2.828	2.897	3.662	3.008	3.021	3.274	3.51
CNAG_01077	5.805	4.655	10.989	17.415	10.504	7.794	7.314	4.787	3.204	4.436	5.673	6.982	7.745	7.685	6.818	6.523	7.514	9.601	8.396	9.613	8.348	9.774	8.121	7.903
CNAG_01078	10.893	7.02	6.439	8.991	13.59	18.276	20.537	20.046	12.779	12.014	14.152	15.771	17.659	19.379	16.767	18.263	13.738	14.225	13.706	16.263	15.514	15.623	17.085	15.751
CNAG_01079	5.595	3.201	6.307	5.091	3.783	2.433	2.319	2.142	2.838	2.391	2.822	3.991	3.743	3.267	4.065	3.334	3.691	4.364	4.615	4.694	4.185	4.719	4.577	4.345
CNAG_01080	8.851	9.972	11.176	8.652	9.488	7.141	6.162	4.696	3.526	4.492	5.41	5.086	6.542	6.649	6.907	5.245	5.333	7.075	7.539	7.165	7.368	6.5	5.286	6.102
CNAG_01081	50.332	19.494	8.949	5.147	4.621	3.535	2.98	3.239	4.754	5.892	7.532	7.688	5.915	6.277	6.248	7.053	9.462	9.709	9.376	9.047	8.989	8.206	7.562	8.441
CNAG_01082	28.363	8.223	7.432	20.565	16.933	8.815	7.955	16.45	19.363	15.889	16.546	14.267	12.997	11.874	12.581	14.98	13.539	14.816	14.606	13.695	13.339	14.404	17.595	17.08
CNAG_01083	114.096	50.49	38.299	40.809	34.512	42.304	52.33	78.844	84.081	75.616	78.87	71.945	85.45	83.541	83.807	96.456	72.661	71.369	73.876	74.248	77.453	79.329	88.667	83.36
CNAG_01084	8.393	14.131	7.913	9.292	16.119	23.952	21.985	17.606	15.004	13.083	11.307	11.816	12.71	12.388	11.094	12.447	11.198	11.81	11.288	12.197	11.747	12.329	10.854	9.816
CNAG_01085	9.975	1.859	3.486	6.148	4.501	3.314	3.33	3.708	5.422	5.1	6.339	5.889	5.469	4.591	6.071	7.155	8.148	6.716	6.12	5.488	7.065	7.26	7.671	8.18
CNAG_01086	4.027	1.553	1.134	1.987	2.165	1.745	1.477	1.614	3.168	3.231	3.343	3.377	3.661	3.256	3.656	4.245	3.852	3.764	4.014	3.865	4.421	4.087	4.725	4.771
CNAG_01087	23.638	9.914	10.828	20.268	20.816	20.234	19.302	17.027	17.181	18.548	19.637	19.917	16.812	15.309	14.661	15.24	16.329	17.505	16.212	15.102	14.901	15.175	15.222	16.368
CNAG_01088	23.186	28.571	45.492	89.975	81.643	58.881	54.617	36.333	17.808	20.608	32.052	33.691	28.091	25.574	21.284	22.019	22.389	25.275	25.728	24.086	22.485	20.904	21.278	22.723
CNAG_01089	99.421	117.25	430.93	315.438	280.848	235.447	227.587	162.519	133.499	202.409	230.735	246.982	198.13	185.568	183.742	167.179	218.226	215.054	214.255	201.218	182.619	176.222	160.17	187.842
CNAG_01090	308.776	89.946	25.87	14.942	11.858	14.011	16.204	17.496	14.644	12.492	10.958	9.407	8.61	8.051	8.354	11.457	9.147	8.447	8.649	8.929	7.378	9.109	8.638	9.428
CNAG_01091	141.33	149.498	184.363	134.539	122.566	136.993	157.804	146.463	127.176	135.968	143.229	143.74	139.389	156.308	140.61	136.682	118.184	118.227	124.204	135.996	129.141	130.351	130.423	122.43
CNAG_01092	205.76	300.842	474.026	310.057	229.261	250.329	274.423	301.636	261.414	259.51	294.85	299.047	263.859	282.324	264.635	288.337	241.071	241.418	240.185	244.415	247.87	236.561	225.002	220.471
CNAG_01093	6.751	12.242	7.616	10.821	12.432	14.875	13.919	17.457	13.667	14.156	13.335	14.098	15.408	12.522	13.812	12.421	13.688	15.239	12.602	14.233	13.715	14.051	14.133	11.801
CNAG_01094	13.352	20.499	8.483	12.87	16.617	26.835	29.035	34.748	30.946	27.226	22.84	19.932	22.076	21.27	21.966	26.233	20.436	19.677	19.587	19.493	22.191	21.612	22.235	19.834
CNAG_01095	58.386	10.919	3.348	5.104	5.673	4.742	3.904	6.221	7.028	7.428	9.139	8.333	9.06	9.657	9.225	11.189	11.17	11.097	11.845	11.332	11.874	9.978	13.336	12.354
CNAG_01096	15.837	26.868	39.807	37.931	42.78	50.239	43.952	32.497	32.738	34.18	38.285	43.453	38.779	32.378	32.049	31.615	36.642	37.971	37.11	36.432	34.994	30.281	31.327	31.413
CNAG_01097	190.784	174.584	135.963	35.09	7.263	2.755	2.124	3.123	5.658	8.332	9.65	10.729	12.942	15.26	20.866	27.575	31.25	33.555	38.154	40.932	46.459	46.54	52.642	58.117
CNAG_01098	28.466	126.282	85.778	58.923	66.181	102.168	102.922	101.142	69.374	54.701	48.92	50.996	47.591	51.94	49.406	47.197	34.613	33.028	34.456	39.703	40.061	39.844	37.554	34.284
CNAG_01099	23.309	35.559	31.315	29.877	32.333	38.852	45.35	41.783	32.904	29.956	31.314	35.034	30.823	35.756	33.127	33.014	26.729	27.978	29.034	30.664	31.936	32.352	33.023	29.861
CNAG_01100	4.805	4.89	3.715	3.96	4.175	4.792	3.948	4.983	5.024	4.535	4.68	4.38	4.217	4.162	4.435	4.337	4.194	3.584	4.143	3.946	4.205	4.029	4.584	4.873
CNAG_01101	2.704	20.581	11.05	20.083	17.71	17.973	16.934	12.257	11.326	12.161	11.75	11.506	11.751	10.803	11.134	12.093	10.442	11.569	11.163	10.528	10.215	9.837	11.304	11.266
CNAG_01102	2385.09	105.053	4.008	1.837	1.997	1.614	2.663	18.102	38.061	27.021	14.192	9.28	10.56	16.349	28.764	51.66	36.73	24.933	33.454	31.383	37.852	58.711	102.386	104.309
CNAG_01103	60.295	65.847	40.657	52.548	56.013	68.157	82.167	93.195	69.958	61.298	73.981	68.573	76.207	72.9	70.808	88.003	65.976	68.273	62.053	64.627	67.456	67.269	69.271	72.021
CNAG_01104	6.943	40.175	32.533	29.313	34.917	63.949	80.826	76.506	62.723	44.028	31.512	26.581	37.076	39.092	36.807	36.45	31.517	30.028	27.982	29.763	33.452	32.38	32.036	27.925
CNAG_01105	2.9	14.556	27.607	26.87	12.625	4.519	4.616	11.248	15.333	14.051	12.102	9.163	8.653	8.757	11.482	11.946	10.554	9.574	9.156	8.595	9.482	10.629	11.59	11.068
CNAG_01106	222.284	55.334	40.988	52.914	54.324	48.888	47.11	48.408	53.979	57.197	57.386	59.439	51.535	57.262	53.777	54.315	55.14	56.807	61.549	64.142	62.678	62.593	66.862	63.069
CNAG_01107	30.537	37.64	54.588	54.202	50.629	50.726	49.565	48.266	41.848	46.895	53.439	53.543	42.872	44.713	42.959	44.703	37.837	40.216	40.948	41.274	40.799	38.142	39.195	38.72
CNAG_01108	11.283	7.316	3.892	8.357	13.228	13.702	10.908	6.988	8.499	9.981	12.222	13.162	14.786	15.108	13.714	12.162	12.389	13.53	14.049	15.388	14.457	14.807	14.675	12.184
