time_points	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230
CNAG_06404	885.024	67.603	14.965	4.764	4.851	4.783	7.97	13.517	41.594	96.207	151.02	124.519	128.146	114.382	100.749	103.951	87.264	78.681	97.49	83.566	74.102	89.913	87.883	93.042
CNAG_06405	19.023	27.68	36.269	31.106	30.615	34.505	33.719	26.553	21.425	20.805	24.962	24.289	21.003	22.585	18.917	21.525	17.551	19.604	18.803	20.386	18.362	18.087	18.693	17.805
CNAG_06406	77.256	57.987	92.071	61.729	60.473	66.367	78.528	71.903	56.969	61.999	68.631	67.147	67.083	68.644	70.414	61.528	67.912	63.741	67.513	66.258	66.226	64.16	63.227	62.179
CNAG_06407	382.398	563.963	1458	955.95	1014.54	751.403	712.714	754.153	727.31	757.092	647.241	717.708	679.04	641.12	774.927	606.398	876.745	841.255	755.122	714.877	691.634	712.428	683.572	658.903
CNAG_06408	3.15	24.539	25.394	19.862	16.737	16.592	21.784	29.248	22.467	18.69	13.459	11.709	12.8	16.6	17.794	16.794	12.583	10.189	9.461	10.931	13.932	15.454	13.186	12.017
CNAG_06409	3.162	1.226	1.182	1.882	2.732	2.523	2.635	2.569	2.577	5.829	7.788	7.891	7.328	6.134	5.467	6.834	7.832	8.108	8.518	6.791	5.848	6.145	5.821	7.526
CNAG_06410	74.207	70.862	141.231	128.208	103.484	102.276	111.624	76.601	53.302	81.62	131.832	144.602	114.005	112.708	95.963	103.832	104.753	107.568	107.175	107.198	101.838	101.429	96.178	103.712
CNAG_06411	15.915	3.877	3.056	3.251	2.351	2.745	2.7	2.33	2.899	3.337	4.172	3.542	3.137	3.256	2.947	3.28	3.921	4.108	4.049	4.37	3.587	3.648	4.297	3.81
CNAG_06412	35.047	137.799	79.754	53.318	59.595	104.788	128.543	122.016	90.849	69.531	47.014	44.227	51.081	57.065	58.049	49.567	41.902	43.327	36.922	42.24	48.232	50.563	46.501	48.073
CNAG_06413	2.346	3.144	2.526	2.409	2.799	2.238	2.756	2.66	3.296	2.985	2.424	2.147	2.267	2.226	2.414	1.769	2.576	2.448	2.378	2.467	2.466	2.681	2.446	3.025
CNAG_06414	10.999	23.938	52.11	40.11	25.266	26.17	30.421	34.066	25.546	24.411	28.585	21.05	22.075	22.136	24.203	26.245	26.358	23.462	23.232	21.09	22.84	24.078	22.749	25.196
CNAG_06415	42.813	31.459	22.292	17.391	20.326	19.282	16.967	18.52	17.959	19.415	19.196	20.097	14.689	16.442	15.328	13.944	14.025	14.789	14.834	14.778	14.394	15.074	15.381	14.956
CNAG_06416	10.184	4.556	3.289	7.566	8.302	8.326	8.204	7.057	8.794	9.69	8.614	9.338	9.047	8.553	8.883	7.74	8.784	8.862	9.039	9.213	9.409	8.845	9.893	9.126
CNAG_06417	39.278	41.291	69.896	80.902	61.036	41.916	34.031	29.037	31.65	40.73	49.79	50.222	45.695	47.316	45.505	47.685	46.217	44.404	54.659	52.434	49.264	44.443	42.979	54.39
CNAG_06418	5.424	6.402	2.178	4.403	8.629	10.207	10.168	10.024	19.247	15.244	8.018	8.479	12.882	11.873	14.493	9.484	12.246	12.811	12.204	12.377	12.191	14.738	14.846	12.717
CNAG_06419	1.932	1.518	2.31	4.905	4.735	3.188	3.139	2.268	2.568	3.617	4.569	4.427	4.438	3.704	3.732	2.985	4.171	4.404	4.184	3.888	3.414	3.349	3.547	3.467
CNAG_06420	110.91	146.99	266.496	251.178	268.022	244.371	270.522	273.326	189.996	183.691	203.512	245.952	229.083	256.619	229.131	204.98	198.2	202.815	201.105	206.945	197.439	189.627	188.666	184.989
CNAG_06421	34.02	64.05	101.028	94.229	179.848	180.352	194.934	148.651	201.571	195.372	118.52	128.777	164.132	149.117	158.186	85.137	147.485	141.211	131.717	132.602	126.581	129.238	121.82	114.16
CNAG_06422	408.877	459.155	731.78	448.846	483.138	296.769	262.702	262.756	325.368	324.18	253.019	235.833	261.594	230.896	230.155	180.375	271.633	274.623	247.137	235.506	213.912	210.856	217.489	231.833
CNAG_06423	4.63	2.021	1.811	3.031	4.454	3.671	3.356	4.924	5.38	5.191	4.85	4.377	5.178	4.907	4.672	4.986	5.77	5.573	5.07	4.925	5.372	4.998	5.681	5.82
CNAG_06424	237.836	186.931	186.406	79.949	49.987	54.594	71.18	73.169	62.672	61.65	48.356	42.544	38.314	44.036	42.619	44.829	38.179	36.593	35.482	40.701	35.885	37.954	44.886	41.444
CNAG_06425	10.433	8.339	15.428	22.26	22.103	17.582	12.899	12.798	14.7	15.616	13.567	13.503	11.497	11.177	10.926	10.457	10.935	11.04	11.319	10.602	10.389	9.996	10.445	10.261
CNAG_06426	41.704	42.033	80.17	102.233	100.43	88.116	91.078	85.484	67.04	72.208	89.443	86.049	95.808	85.044	87.584	103.366	96.86	94.92	98.391	87.586	94.4	87.993	88.896	83.736
CNAG_06427	14.907	4.316	5.811	15.434	23.185	24.549	23.703	34.65	30.684	27.707	24.815	23.508	19.715	18.244	18.02	20.291	17.571	18.285	18.5	17.631	16.748	16.967	18.524	16.71
CNAG_06428	42.647	30.117	9.298	22.533	18.75	11.314	8.409	19.67	37.017	46.922	63.851	57.288	43.678	43.653	44.072	56.391	58.27	54.903	57.837	49.59	51.507	47.855	56.576	59.901
CNAG_06431	25.329	5.682	1.566	2.349	5.708	9.788	11.634	8.043	6.525	10.724	13.776	13.553	14.608	16.188	13.647	13.644	14.075	14.473	17.792	15.394	17.319	15.748	16.622	15.098
CNAG_06432	1256.08	830.103	229.824	13.254	2.244	1.417	1.56	2.965	7.899	10.205	13.437	15.87	17.526	20.818	26.288	40.301	40.037	47.172	54.197	58.109	56.631	63.854	79.364	92.182
CNAG_06433	11.084	7.287	5.06	11.344	12.63	12.118	11.354	7.248	8.044	10.794	13.55	14.813	14.321	13.919	11.641	13.527	14.251	15.636	16.593	17.198	15.324	14.379	14.259	14.678
CNAG_06434	15.316	69.208	71.004	48.148	27.556	27.586	33.832	38.509	41.31	44.61	39.912	29.652	28.308	30.305	34.468	37.217	31.209	29.03	27.104	27.471	29.783	31.367	33.958	32.062
CNAG_06435	6.174	5.474	3.287	6.904	11.484	17.73	18.121	16.76	18.067	14.623	10.674	9.355	11.614	11.686	11.963	10.724	11.495	10.209	10.073	10.352	10.546	10.987	11.299	11.369
CNAG_06436	18.045	14.951	14.156	19.246	19.515	25.153	27.237	33.916	31.563	25.713	25.178	25.21	25.741	24.813	25.08	29.481	23.004	23.584	22.076	22.096	21.468	26.607	22.003	20.364
CNAG_06437	51.967	51.56	73.181	43.014	62.3	59.41	59.423	62.73	83.078	83.42	59.285	59.431	87.076	86.822	89.903	75.363	108.446	104.47	99.459	104.491	94.485	105.521	95.326	90.27
CNAG_06438	5.894	5.168	6.466	3.635	3.273	3.149	3.413	3.56	3.702	4.494	4.709	5.374	5.25	4.028	4.195	3.983	5.533	5.233	5.741	5.432	4.767	4.787	4.22	5.878
CNAG_06439	19.695	24.686	23.266	18.812	27.369	34.757	39.812	34.893	39.193	35.28	27.878	32.45	39.35	36.983	37.881	32.446	39.876	39.548	38.568	40.425	42.737	41.718	38.923	35.57
CNAG_06440	1.765	1.407	1.067	1.083	1.301	3.046	4.256	3.134	4.27	4.901	4.392	3.879	4.949	5.17	4.919	5.083	4.332	4.204	4.94	5.84	6.035	5.509	5.656	5.34
CNAG_06441	39.802	38.198	67.389	53.596	61.094	84.446	96.162	81.489	62.175	57.871	57.426	56.267	57.799	63.366	56.193	54.416	46.237	44.093	50.119	53.319	51.991	52.013	52.624	49.593
CNAG_06443	846.548	691.366	550.135	377.678	411.16	484.646	657.091	693.799	559.85	664.916	771.545	839.73	776.04	993.153	1010.99	941.816	879.048	869.558	888.532	996.979	1019.84	1020.39	1040.39	928.545
CNAG_06444	66.404	50.135	54.584	69.727	59.985	42.802	35.174	39.089	42.206	42.473	52.845	45.983	49.351	42.461	39.616	52.484	50.184	51.039	52.509	49.625	46.865	48.693	49.34	50.962
CNAG_06445	26.029	26.095	17.786	19.7	16.129	17.462	17.633	19.738	20.789	17.425	17.632	16.52	16.383	15.715	14.331	19.418	16.582	15.464	15.908	15.101	15.422	15.649	16.465	18.209
CNAG_06446	44.94	56.312	72.617	81.794	90.455	108.707	119.583	104.771	91.41	94.051	90.705	90.016	84.398	94.207	91.562	85.836	77.842	79.119	77.05	75.96	69.876	70.216	68.422	62.993
CNAG_06447	707.122	1559.82	4536.5	4402.74	7089.95	6228.97	6379.98	7251.12	7274.64	6619.07	5151.48	5367.03	5497.73	5635.53	5645.72	3678.27	5869.98	5663.96	4872.34	4784.34	4564.17	4502.95	4557.82	4561.45
CNAG_06448	12.767	6.477	1.353	1.163	1.035	1.07	1.202	1.169	1.39	1.698	1.617	1.486	1.813	2.133	2.315	2.271	1.812	2.354	2.757	2.934	2.968	2.93	3.187	3.322
CNAG_06449	5.16	3.195	2.51	2.059	1.441	1.495	1.476	1.305	1.814	1.252	1.109	1.233	1.292	1.232	1.238	1.415	1.296	1.274	1.456	1.374	1.475	1.353	1.405	1.374
CNAG_06450	66.587	45.466	24.198	24.184	35.307	35.194	31.376	29.449	30.702	36.622	36.294	41.532	48.29	50.551	44.932	43.367	41.613	43.7	47.442	50.907	48.253	47.971	45.857	45.072
CNAG_06451	25.506	32.277	40.939	50.107	35.912	34.569	32.003	29.045	24.862	27.323	33.83	29.91	29.506	22.484	28.456	32.721	28.998	30.312	30.704	25.943	27.068	26.105	25.974	30.197
CNAG_06452	180.02	86.909	9.134	2.794	5.302	7.594	9.351	10.094	16.771	21.396	28.195	29.826	31.08	37.968	36.152	37.927	32.632	35.479	45.169	43.213	41.256	40.466	43.361	40.811
CNAG_06453	2863.58	1203.68	160.174	5.747	2.024	1.885	4.126	8.484	28.622	35.643	35.814	34.676	34.057	37.231	52.978	76.797	95.022	118.426	132.008	149.93	133.518	155.598	202.848	266.606
CNAG_06454	9.899	29.97	6.696	6.22	13.415	32.892	39.805	32.689	22.983	19.145	16.041	15.757	17.906	19.026	18.617	22.103	15.286	14.481	17.344	16.286	17.655	17.971	18.135	17.957
CNAG_06455	10.843	19.196	47.326	51.103	41.087	27.042	24.615	29.503	35.825	34.101	29.313	26.315	31.536	30.213	29.137	28.338	30.553	31.729	32.936	31.91	28.546	28.846	26.332	26.614
CNAG_06456	14.999	40.579	31.917	48.489	78.607	95.768	105.762	104.204	112.045	93.651	56.649	55.476	79.182	73.528	74.448	56.851	67.777	65.529	59.889	58.484	63.124	62.125	63.66	58.662
CNAG_06459	12.267	1.481	1.022	1	1.12	1.275	1.477	1.757	3.375	4.21	4.703	4.829	5.558	5.14	5.502	6.354	5.743	6.052	5.62	5.35	5.952	6.413	6.949	7.257
CNAG_06460	18.779	21.248	23.719	32.165	46.091	45.213	42.371	37.039	27.905	29.225	36.021	43.376	37.06	36.139	34.925	39.346	37.675	42.329	43.026	44.238	42.083	40.941	38.45	38.132
CNAG_06463	1.625	1.915	1.856	2.885	2.215	1.881	1.79	2.047	1.374	1.28	1.98	2.041	1.71	1.864	2.246	2.053	1.622	1.72	1.621	1.786	1.794	2.095	2.114	1.585
CNAG_06464	24.697	24.766	16.466	25.407	29.952	38.154	39.234	40.393	38.988	37.976	40.633	37.178	36.402	34.896	36.229	39.832	36.043	37.474	33.409	33.401	35.971	34.176	32.974	31.57
CNAG_06465	102.049	152.594	294.734	308.714	190.887	111.513	94.098	67.987	59.932	82.944	123.497	121.012	97.725	96.222	86.449	97.935	100.224	111.462	109.104	113.545	100.041	95.301	94.632	101.478
CNAG_06466	4.994	5.369	8.465	27.249	23.868	20.591	15.057	12.14	12.472	13.665	18.177	15.939	13.49	12.011	11.808	11.853	12.892	13.043	12.091	11.213	10.58	10.224	10.466	9.761
CNAG_06467	336.312	285.088	377.8	157.539	116.313	121.295	144.572	115.19	86.087	103.44	136.398	136.285	130.247	143.135	134.398	133.467	137.64	146.805	152.723	171.422	172.37	161.314	155.666	160.648
CNAG_06468	81.789	623.801	585.727	264.568	322.814	447.824	458.14	373.055	256.903	197.269	167.185	167.078	156.557	174.349	167.931	137.582	118.67	113.131	110.726	129.629	138.741	132.822	121.08	108.216
CNAG_06469	66.241	83.611	91.092	57.251	45.463	46.875	48.928	40.381	34.914	37.069	33.799	34.217	34.143	37.198	35.153	33.294	29.852	30.831	34.664	37.541	33.679	33.913	33.572	33.413
CNAG_06470	6.584	5.717	4.519	8.364	6.372	6.815	5.019	4.341	4.061	4.755	4.708	5.269	5.819	4.974	4.395	5.223	4.758	5.229	5.237	5.655	5.709	4.524	5.278	5.203
CNAG_06471	23.428	50.167	89.275	61.674	85.067	77.31	85.652	78.832	82.773	77.293	63.094	65.261	82.136	72.652	80.737	49.202	76.956	74.193	71.654	69.807	67.809	65.293	63.02	60.277
CNAG_06472	22.047	133.17	54.757	41.175	70.781	124.003	156.635	143.724	98.99	68.614	45.972	47.328	57.725	65.258	60.149	50.904	42.769	42.725	39.893	48.477	56.978	54.886	52.368	44.344
CNAG_06473	21.837	4.212	15.467	13.707	9.394	4.951	3.823	4.168	7.285	7.874	8.772	11.471	10.76	9.196	8.252	8.594	10.1	11.131	11.111	10.891	10.28	9.827	10.283	10.96
CNAG_06474	21.179	50.579	50.301	72.588	112.997	127.201	158.803	181.3	138.318	104.599	85.895	100.667	121.488	134.341	130.399	113.175	111.487	107.93	105.965	109.528	118.766	125.449	118.585	105.26
CNAG_06475	36.501	37.228	24.194	37.587	74.682	101.567	140.315	144.926	163.012	132.843	79.667	85.711	136.829	144.025	154.834	107.711	121.858	115.017	117.057	123.882	128.217	129.407	138.024	118.923
CNAG_06482	21.125	7.565	10.238	13.017	13.577	10.302	8.189	5.984	6.718	7.285	7.351	9.404	9.113	9.971	8.226	8.4	9.364	9.826	10.995	10.956	10.469	10.508	8.427	9.091
CNAG_06483	15.676	10.154	23.039	31.767	24.687	18.681	15.757	10.314	12.497	15.171	16.613	19.921	19.86	19.284	17.197	18.86	18.357	18.584	21.602	22.665	21.474	18.904	17.553	16.76
CNAG_06484	25.583	10.863	4.16	5.802	5.478	3.164	1.551	1.765	1.857	3.009	2.882	3.572	3.938	3.432	3.054	3.22	4.176	4.55	4.342	4.954	4.018	4.166	4.911	4.426
CNAG_06485	18.54	5.959	8.598	12.693	10.104	6.375	4.107	4.145	5.483	6.496	5.298	6.958	6.337	5.983	5.297	6.422	6.647	6.292	7.482	7.104	6.921	7.433	7.699	7.297
CNAG_06486	42.16	53.086	80.631	132.805	129.949	125.672	118.356	81.831	63.114	69.442	83.931	96.696	88.331	93.676	81.402	79.67	67.064	67.56	74.886	79.959	76.199	72.17	67.023	61.004
CNAG_06487	1.742	6.251	43.145	75.098	39.64	16.827	10.404	3.457	3.355	9.013	15.749	17.168	12.382	8.949	8.737	10.68	13.411	15.38	17.264	15.445	11.704	10.612	11.795	14.042
CNAG_06489	44.869	59.819	61.966	44.418	122.378	125.97	135.427	114.44	240.184	140.279	55.707	51.763	122.145	79.596	97.72	46.863	131.011	123.057	106.646	110.426	119.794	115.207	115.707	112.986
CNAG_06490	4.414	2.714	1.299	1.991	2.857	3.763	4.149	4.811	7.458	6.214	3.76	4.072	5.191	4.781	5.32	3.791	5.432	5.067	4.911	5.059	5.379	5.656	6.055	5.531
CNAG_06491	11.161	51.148	77.098	85.77	46.829	39.947	25.721	20.214	21.196	23.457	30.171	26.697	19.423	17.046	16.16	20.274	20.16	21.486	21.144	19.215	16.173	16.279	16.863	17.985
CNAG_06492	9.944	21.836	13.706	20.011	16.398	18.878	15.551	11.586	10.96	11.429	12.595	12.093	11.845	10.092	10.881	11.751	11.309	11.917	12.021	11.589	10.587	10.344	10.99	11.433
CNAG_06493	11.512	1.688	1.664	1.61	1.329	1.066	1.128	1.192	1.61	1.876	2.439	2.06	1.74	1.56	1.483	2.872	1.973	2.96	2.646	2.113	2.18	2.113	2.85	3.097
CNAG_06494	148.266	20.363	2.102	2.919	3.991	5.829	5.774	5.973	7.287	7.294	8.322	8.986	8.745	9.6	8.999	9.419	8.992	9.977	10.292	9.625	10.314	11.103	10.699	10.77
CNAG_06495	24.24	43.18	47.301	45.813	37.267	44.897	50.586	39.21	40.804	34.679	35.639	35.347	32.903	31.417	31.775	28.776	29.55	27.326	26.769	29.926	30.138	29.529	29.325	28.983
CNAG_06497	80.309	3.32	1.11	1.101	1.131	1.131	1.126	1.337	1.85	3.281	7.366	8.522	9.892	9.013	9.027	12.255	16.264	15.769	21.426	20.02	16.878	17.507	20.119	19.955
CNAG_06498	11.683	2.134	1.338	1.25	1.589	1.626	2.012	2.133	2.744	2.762	2.751	2.852	2.282	2.17	2.635	3.11	3.256	3.263	2.824	2.448	2.911	3.351	3.801	4.116
CNAG_06499	8.16	1.77	4.578	7.596	7.907	3.34	2.573	2.801	5.727	7.55	7.618	9.095	9.665	7.812	7.834	8.74	9.859	12.636	12.332	9.201	9.034	9.793	10.158	9.704
CNAG_06500	3.6	5.88	10.136	21.433	17.061	11.551	10.554	5.267	8.073	13.768	17.236	17.915	16.469	14.308	12.909	13.209	15.634	19.205	18.292	15.621	14.68	12.808	13.726	14.281
CNAG_06501	84.437	14.872	109.166	197.878	138.441	35.493	10.858	7.859	17.019	43.307	71.169	84.025	62.527	52.967	45.191	55.194	76.999	89.67	90.086	82.435	69.57	62.765	60.818	70.719
CNAG_06502	34.248	30.912	41.928	31.103	32.543	27.828	27.111	22.555	18.653	24.355	26.297	31.379	30.915	34.113	32.247	28.635	31.879	34.273	35.915	37.775	37.124	34.938	32.725	34.741
CNAG_06503	1.576	1.326	1.212	1.117	1.104	1.105	1.201	1.201	1	1.139	1.146	1.102	1.236	1.089	1.159	1.049	1.097	1.061	1.174	1.09	1.217	1.059	1.081	1.201
CNAG_06504	1.084	1	1	1	1.179	1.361	1.261	1.175	1.166	1.149	1.151	1.393	1.44	1.152	1.082	1.381	1.247	1.156	1.372	1.159	1.418	1.453	1.14	1.26
CNAG_06505	13.197	10.445	21.364	34.606	26.874	23.416	19.747	20.674	20.449	20.823	22.395	21.377	22.366	20.459	20.915	24.744	20.754	21.733	20.659	19.8	19.911	20.551	18.421	23.071
CNAG_06506	10.822	8.515	9.047	18.414	12.691	12.785	12.083	15.866	14.011	15.727	15.878	14.292	13.581	11.873	12.464	14.855	14.156	13.058	11.591	12.371	14.164	11.798	11.334	14.549
CNAG_06507	3.893	2.731	3.905	2.606	2.196	1.231	1.089	1.357	1.599	1.153	1.426	1.573	1.292	1.627	1.338	1.819	1.981	2.051	2.424	2.149	2.617	2.366	2.007	1.931
CNAG_06508	52.446	141.31	195.919	127.995	74.05	49.298	47.855	52.72	52.488	52.284	54.057	53.994	49.516	51.896	51.221	54.209	46.296	51.654	62.681	59.305	49.384	51.575	55.592	54.052
CNAG_06509	3.066	3.592	2.307	2.246	1.621	2.178	1.898	1.833	2.123	2.061	1.811	2.212	2.19	2.264	2.234	1.885	2.153	2.183	1.953	2.23	2.267	2.728	2.186	2.228
CNAG_06510	3.091	3.462	8.655	27.762	21.303	12.615	9.306	5.244	6.449	9.593	12.202	14.45	12.904	11.276	10.297	11.026	12.069	12.744	11.71	12.041	12.226	11.343	10.902	12.706
CNAG_06511	198.322	173.353	64.213	4.309	1.464	1.134	1.515	1.387	2.232	3.986	5.916	10.434	14.594	18.931	20.491	22.444	29.921	30.209	38.441	36.907	41.947	39.593	40.004	40.059
CNAG_06512	73.238	76.709	72.344	27.542	13.559	21.166	31.7	37.715	33.137	28.313	27.594	24.079	21.319	25.639	29.217	29.448	23.773	24.48	26.785	30.202	30.794	35.503	34.511	35.63
CNAG_06515	14.635	7.815	5.043	2.766	2.14	1.383	1.788	3.897	5.64	5.565	4.836	4.42	4.479	4.378	6.032	8.075	6.433	6.386	6.898	6.518	6.255	7.856	7.407	8.753
CNAG_06516	16.303	22.259	65.384	42.672	27.604	20.977	18.482	17.651	17.95	19.846	25.362	27.573	21.274	21.705	30.496	32.607	31.832	34.19	34.747	32.196	31.785	31.588	35.224	37.703
CNAG_06517	5.491	141.464	112.93	72.501	47.814	56.206	72.988	122.133	68.063	40.275	23.791	16.882	15.304	28.407	39.361	38.403	24.548	17.966	14.63	17.693	22.92	26.159	28.412	24.146
CNAG_06518	3.999	1.72	2.69	3.268	1.669	1.345	1	1.346	1.926	1.572	1	2.249	1	1.288	1.31	1.239	1.909	1	1.55	1.599	1	1	1.527	1
CNAG_06519	3.073	3.489	5.879	6.83	6.273	5.691	5.792	4.698	4.906	5.076	5.626	5.891	6.631	5.579	5.651	6.432	5.959	6.319	5.527	5.912	5.777	5.705	4.701	5.426
CNAG_06520	7.304	13.995	23.844	17.254	13.651	20.351	23.465	17.782	10.955	10.269	10.956	10.269	13.167	12.683	10.085	13.344	10.439	9.893	11.323	10.191	11.972	11.272	10.065	10.953
CNAG_06521	13.966	10.026	5.19	5.15	5.826	7.091	6.451	4.328	3.308	2.904	2.381	2.637	2.918	2.677	2.904	2.268	2.603	2.543	2.852	2.659	2.876	2.97	2.601	2.762
CNAG_06522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CNAG_06523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CNAG_06524	2.741	3.121	2.9	2.16	2.735	2.394	2.425	1.802	1.842	1.538	1.525	1.507	1.701	1.63	1.827	1.412	1.667	1.529	1.427	1.887	1.759	1.943	1.795	1.844
CNAG_06525	5.879	4.312	5.594	4.843	3.773	2.548	2.752	2.844	2.921	2.46	2.139	2.781	2.65	2.575	2.724	2.713	2.746	2.519	2.884	3.006	3.553	3.068	2.613	2.659
CNAG_06526	310.093	233.501	178.157	118.904	87.572	75.976	88.785	90.527	83.138	84.647	96.591	108.51	105.02	127.946	121.473	133.481	135.092	136.513	143.5	148.872	144.693	140.965	140.234	148.639
CNAG_06527	2.43	1.499	1.279	1.193	1.165	1.194	1.372	1.186	1.227	1.206	1.162	1.262	1.175	1.117	1.101	1.17	1.282	1.17	1.208	1.172	1.259	1.182	1.129	1.106
CNAG_06529	6.433	6.921	1.52	2.376	5.426	3.901	4.584	4.044	4.156	4.984	5.329	5.373	6.401	6.308	6.667	4.995	5.914	5.791	5.216	5.635	5.3	5.276	5.586	5.815
CNAG_06530	7.921	6.296	7.573	14.217	12.422	8.287	5.367	3.716	3.887	4.538	5.179	6.545	7.202	6.76	6.319	5.719	7.38	7.891	8.378	8.262	7.508	6.986	6.267	6.819
CNAG_06531	2.279	3.416	2.587	6.498	7.313	8.575	7.705	6.135	5.808	5.488	4.862	5.425	5.559	5.546	5.444	4.68	4.665	5.027	5.181	5.417	4.751	4.915	4.952	4.715
CNAG_06532	2.825	1.259	1.228	2.845	2.671	2.111	2.608	2.392	3.691	3.457	3.009	3.362	3.45	3.309	2.926	3.527	3.519	4.003	3.611	3.397	3.26	3.668	4.052	4.08
CNAG_06533	24.394	2.478	1.469	1.414	1.58	2.148	3.091	4.645	8.462	8.961	6.03	6.246	8.6	9.693	10.517	10.146	10.432	9.269	10.339	10.446	9.965	11.638	13.935	12.894
CNAG_06534	11.781	30.483	17.114	19.9	27.197	47.255	73.465	103.143	95.928	55.652	27.735	23.948	35.17	42.437	51.087	42.551	36.696	32.154	29.728	32.749	35.556	40.029	45.053	38.602
CNAG_06535	30.083	204.017	385.884	214.785	234.565	381.632	482.963	408.774	279.799	211.05	126.116	112.996	132.585	156.415	152.209	126.849	113.955	101.809	100.234	105.912	113.591	123.217	114.907	95.795
CNAG_06536	17.406	40.144	22.5	14.373	17.287	23.602	19.011	16.494	14.034	12.803	11.201	10.962	10.51	10.659	10.253	11.166	9.615	10.454	9.689	10.389	10.488	11.183	10.518	11.486
CNAG_06537	32.999	76.434	59.007	51.321	44.198	54.575	51.934	42.877	37.041	35.678	37.139	36.059	32.951	30.461	29.826	31.324	26.108	27.309	27.336	30.729	29.149	29.482	27.714	27.056
CNAG_06538	28.626	97.385	59.701	28.102	37.185	57.445	54.958	40.237	27.378	23.464	20.492	24.019	22.609	24.579	24.791	24.335	19.563	20.216	20.091	21.997	23.461	22.882	20.636	20.254
CNAG_06539	3.37	2.18	1.942	1.659	1.534	1.537	1.424	1.432	1.292	1.366	1.185	1.414	1.288	1.321	1.403	1.269	1.379	1.498	1.501	1.728	1.614	1.427	1.663	1.453
CNAG_06540	6.179	2.1	1.788	3.077	2.53	1.665	1.544	1.411	1.425	1.581	1.923	2.413	2.179	1.933	1.79	2.143	2.497	3.115	2.835	2.547	2.532	2.615	2.474	2.638
CNAG_06541	682.945	215.6	20.685	4.299	5.305	7.606	10.475	34.199	39.127	29.308	29.784	30.245	25.095	26.575	28.562	35.165	22.528	22.432	24.765	25.417	25.596	30.127	35.995	34.217
CNAG_06542	5.411	6.516	4.604	12.881	17.642	19.942	18.29	17.685	17.679	19.489	18.027	18.924	19.596	19.577	18.531	17.02	15.577	15.009	17.076	17.224	17.179	17.052	16.217	15.83
CNAG_06543	96.193	102.291	113.159	110.378	118.432	118.784	132.22	134.356	114.564	122.944	126.717	120.597	113.503	119.449	123.329	119.481	117.129	118.374	113.174	118.335	120.586	114.938	131.731	131.947
CNAG_06544	3026.06	2944.59	4014.94	1520.3	1022.48	675.161	700.869	813.082	1135.45	1832.4	1622.77	1247.31	971.396	1118.8	1266.28	1318.75	1654.09	1543.15	1318.79	1179.12	1190.33	1254.6	1525.84	1672.11
CNAG_06545	21.816	42.134	63.375	161.895	160.24	120.35	104.81	70.841	50.938	76.568	103.78	120.943	118.245	113.907	85.755	84.673	81.718	92.077	99.814	97.368	85.756	77.307	76.473	74.176
CNAG_06546	4.848	3.9	3.266	2.496	1.635	1.659	2.626	2.422	2.518	1.802	1.494	1.495	1.875	1.625	1.68	1.724	1.573	1.786	2.008	1.94	1.301	1.819	1.548	1.561
CNAG_06548	74.369	41.017	29.87	27.946	33.246	44.575	50.641	47.594	36.933	39.935	41.533	37.85	40.345	48.304	49.743	49.584	34.168	35.45	37.593	41.487	42.58	43.349	45.731	40.108
CNAG_06549	50.453	44.799	70.264	61.851	39.108	37.736	40.142	32.991	30.057	37.118	46.27	45.156	38.2	35.176	35.477	39.447	35.163	37.635	41.507	42.946	38.379	33.769	34.048	37.273
CNAG_06550	11.774	13.972	9.806	14.277	18.054	23.916	24.713	21.135	20.063	18.544	17.222	18.281	18.274	19.26	17.731	16.132	14.009	15.277	16.634	17.146	17.271	16.369	18.097	16.027
CNAG_06551	15.072	3.136	1.753	1.889	2.262	3.032	2.811	2.63	2.419	2.899	3.319	3.039	3.534	3.496	2.988	3.224	2.971	2.993	3.255	3.592	3.458	2.964	3.364	3.151
CNAG_06552	32.775	5.254	13.305	26.834	20.149	13.124	10.659	10.204	13.864	17.732	23.258	23.708	20.521	20.417	17.348	18.448	17.056	18.724	20.738	19.278	18.148	17.295	18.046	18.614
CNAG_06553	45.758	3.177	6.972	19.386	9.1	6.52	6.33	6.911	12.221	14.12	18.987	17.411	15.033	14.271	14.998	15.86	16.913	17.423	17.238	17.245	14.474	14.016	15.942	16.72
CNAG_06554	35.606	1.75	1.991	4.579	5.247	5.005	4.873	4.975	4.131	5.643	5.335	6.427	6.593	6.122	5.375	5.772	6.522	6.06	7.948	7.177	6.796	7.298	7.281	6.939
CNAG_06555	42.928	37.178	37.143	46.841	52.636	48.817	50.123	44.122	36.042	39.565	48.204	44.935	43.859	50.794	43.805	44.492	36.606	37.152	40.873	43.642	42.618	42.062	39.982	36.162
CNAG_06556	3.264	3.18	1.802	1.739	1.499	2.323	1.964	1.439	1.379	1.566	1.877	1.598	1.703	1.696	1.416	1.581	1.925	1.837	1.645	1.647	1.85	1.923	2.063	1.655
