GENE_ID	GSM77298_T1	GSM77299_T2	GSM77300_T3	GSM77301_T4	GSM77302_T5	GSM77303_T6	GSM77304_T7	GSM77305_T8	GSM77306_T9	GSM77307_T10	GSM77308_T11	GSM77309_T12	GSM77310_T13	GSM77311_T14	GSM77312_T15	GSM77313_T16	GSM77314_T17	GSM77315_T18	GSM77316_T19	GSM77317_T20	GSM77318_T21	GSM77319_T22	GSM77320_T23	GSM77321_T24	GSM77322_T25	GSM77323_T26	GSM77324_T27	GSM77325_T28	GSM77326_T29	GSM77327_T30	GSM77328_T31	GSM77329_T32	GSM77330_T33	GSM77331_T34	GSM77332_T35	GSM77333_T36
YGR234W|YHB1	33.102	16.733	14.173	13.126	11.343	12.259	13.148	16.114	31.631	33.629	38.644	26.564	30.145	19.505	17.59	14.929	13.056	13.511	15.825	19.027	23.135	23.772	30.759	19.442	43.744	28.31	16.23	13.834	11.15	12.611	16.283	25.834	28.118	22.445	27.815	29.789
YEL039C|CYC7	1.23	2.423	1.286	1.631	1.077	1.885	1.866	1.155	0.356	0.934	0.437	0.57	0.661	2.588	1.523	0.913	1.676	2.016	1.524	0.906	1.641	0.438	0.177	0.369	0.781	3.651	1.919	2.562	2.702	2.789	1.424	0.544	0.835	0.6	0.391	0.859
YGL187C|COX4	29.48	26.334	22.992	20.055	22.066	18.979	19.251	17.684	8.393	23.196	25.08	22.585	24.351	26.258	24.042	16.761	19.918	15.47	17.441	12.576	22.917	20.219	22.939	21.382	37.407	25.031	18.758	17.76	17.608	16.691	21.17	14.216	21.873	19.76	20.351	23.358
YGL191W|COX13	23.448	21.726	22.306	17.664	19.42	14.673	15.564	13.21	8.592	17.213	21.731	17.058	19.294	23.14	21.005	18.094	16.03	14.324	13.222	9.342	12.558	14.194	17.819	17.689	29.337	18.056	16.794	15.8	15.083	14.31	16.698	9.82	15.731	13.885	16.77	20.035
YHR051W|COX6	29.857	26.911	26.908	20.949	18.877	17.242	17.073	16.289	11.238	26.492	33.611	24.171	23.746	27.89	24.252	23.659	18.857	11.644	15.718	12.299	19.216	19.991	23.016	18.744	39.896	22.185	20.717	18.058	16.858	17.062	18.485	10.666	21.648	17.816	22.453	24.528
YLR038C|COX12	40.713	48.95	51.821	46.777	40.616	31.031	36.191	30.668	24.632	38.945	43.975	39.173	43.87	51.064	45.668	35.392	43.669	29.881	26.651	25.425	41.928	33.023	39.601	34.288	52.032	53.586	46.286	33.504	37.239	36.879	32.898	24.76	37.378	30.012	37.188	38.622
YLR395C|COX8	32.766	35.924	43.495	38.335	29.136	27.276	27.436	25.353	22.413	31.165	36.876	33.143	35.783	39.135	35.916	24.151	37.53	22.516	22.002	25.637	28.733	26.374	30.916	21.14	37.469	46.664	40.808	27.037	26.096	27.203	29.461	23.717	30.18	25.576	31.929	32.073
YMR256C|COX7	22.186	32.672	43.094	35.976	29.4	25.574	21.982	22.437	22.546	23.559	32.234	32.034	28.219	39.635	37.673	27.164	30.427	25.496	16.759	21.091	15.601	22.374	30.836	20.166	34.02	37.196	37.99	31.079	25.988	28.65	20.822	22.832	31.204	24.207	30.232	29.351
YNL052W|COX5A	33.116	22.792	25.244	21.791	20.048	16.707	19.713	19.473	14.695	26.22	27.15	30.613	33.811	26.776	23.064	23.63	16.455	15.281	15.69	17.902	30.762	27.554	31.971	30.45	35.502	27.862	23.971	13.935	15.14	14.557	19.587	14.911	32.745	23.736	30.201	28.325
YKR016W|AIM28	5.295	2.892	2.637	2.11	1.604	1.244	1.53	1.573	1.598	2.981	2.92	4.813	4.134	3.149	2.351	1.12	0.866	0.941	1.27	1.916	4.355	5.035	4.735	4.996	4.514	3.176	1.888	1.379	1.139	1.086	1.061	1.267	6.134	3.189	4.819	5.287
YNR020C|ATP23	3.107	1.29	0.773	0.73	0.627	0.65	0.788	0.859	0.909	3.184	3.404	3.547	2.589	1.181	0.677	0.508	0.711	0.603	0.786	1.449	2.41	3.322	3.105	3.123	2.604	0.866	1.002	0.614	0.812	0.819	0.887	1.407	2.634	2.912	2.92	2.768
YLR201C|COQ9	5.837	7.005	8.955	6.286	5.82	3.836	5.458	4.07	2.23	3.165	5.455	4.051	6.443	7.503	6.8	4.85	5.06	5.071	4.033	3.106	3.478	4.048	4.516	3.02	5.198	9.501	7.65	5.13	4.442	5.665	5.737	3.54	3.866	3.886	4.374	4.642
YOR222W|ODC2	2.949	1.375	2.262	2.253	2.692	3.186	3.194	3.8	7.516	4.423	3.829	3.675	3.623	1.608	2.352	2.54	2.809	3.376	4.05	5.393	4.386	3.592	3.083	2.922	2.626	1.56	2.578	2.336	2.284	3.915	3.065	3.503	2.729	3.757	3.997	3.895
YGR231C|PHB2	13.843	13.092	7.948	8.232	8.535	8.473	8.412	7.981	3.653	13.012	14.927	10.055	13.323	11.502	10.735	8.993	8.001	9.45	8.159	6.263	7.632	12.009	10.236	9.892	18.117	15.266	8.423	8.91	8.185	8.395	10.176	3.545	9.344	10.713	10.645	11.854
YGL219C|MDM34	3.236	3.929	3.499	2.642	2.545	2.602	2.528	1.934	1.424	2.74	3.103	2.498	3.555	3.892	3.095	1.973	2.502	2.297	2.451	1.444	2.583	3.041	2.834	2.555	4.336	2.879	2.21	2.249	2.252	2.137	2.863	1.639	3.148	2.713	2.251	2.952
YGR132C|PHB1	8.647	8.854	6.591	5.346	4.214	4.737	4.974	4.276	1.586	6.244	7.402	5.961	6.916	8.089	6.49	6.313	5.716	5.731	4.642	3.259	3.386	5.988	5.099	5.429	11.272	12.497	5.916	5.613	5.633	5.537	5.157	1.446	4.162	5.406	5.44	5.195
YJL066C|MPM1	10.074	15.177	8.112	8.271	7.274	5.62	6.58	5.367	0.995	5.848	9.271	5.539	10.272	12.606	7.498	7.896	8.681	5.392	5.096	3.112	5.187	7.1	4.004	7.242	9.844	12.609	7.55	4.754	5.524	4.33	5.825	1.854	5.94	6.32	5.889	5.823
YBR003W|COQ1	4.555	2.164	1.661	1.445	1.074	1.057	1.111	1.393	0.437	2.798	3.501	2.651	3.834	1.734	1.299	1.236	1.52	0.952	1.165	0.896	2.129	3.071	3.197	3.45	4.85	2.34	1.394	0.985	0.911	0.852	1.145	0.578	2.387	2.831	2.68	3.168
YNR041C|COQ2	2.995	2.834	2.635	1.798	0.84	1.142	1.174	1.385	1.702	1.867	1.397	2.228	2.742	2.993	2.422	1.591	0.972	1.138	1.177	1.344	2.76	1.675	1.645	2.674	1.869	4.333	2.595	1.491	1.226	1.082	1.162	1.14	2.199	1.652	2.101	2.637
YPL109C|NA	4.386	6.238	7.104	6.627	5.71	5.81	5.489	3.905	0.625	2.311	2.842	2.686	4.505	6.119	6.432	7.525	5.181	5.074	5.027	2.305	2.622	2.275	2.619	3.632	5.532	5.638	7.415	5.716	5.678	4.685	5.872	2.005	2.811	2.584	2.488	2.028
YGL119W|ABC1	0.926	0.649	0.413	0.485	0.571	0.55	0.545	0.697	0.556	0.833	1.121	0.966	0.839	0.58	0.527	0.371	0.562	0.558	0.605	1.191	0.518	0.897	0.858	0.766	1.28	0.645	0.421	0.51	0.614	0.489	0.748	1.874	0.525	0.942	0.828	0.983
YGR255C|COQ6	4.404	3.328	3.533	3.228	2.99	2.838	2.762	2.296	0.708	2.702	3.326	2.166	4.039	3.987	2.931	4.136	2.913	3.454	2.307	3.43	1.763	2.4	2.393	2.256	5.342	5.418	3.587	3.463	3.282	2.782	3.7	2.588	1.969	2.268	2.28	2.892
YLR056W|ERG3	10.98	3.135	4.723	5.367	7.29	8.694	13.834	17.927	16.873	19.849	17.174	15.406	10.713	2.825	4.012	3.967	6.013	6.65	11.733	15.935	22.712	14.357	16.756	16.379	9.789	3.205	4.707	3.308	5.529	7.83	14.103	12.608	19.548	11.625	14.589	13.244
YOL096C|COQ3	3.329	3.726	2.975	2.508	1.796	2.228	2.379	2.329	0.43	2.336	2.65	2.12	3.266	4.069	2.561	2.72	3.071	1.945	2.032	1.05	2.09	2.487	1.759	2.43	3.162	4.718	3.353	2.213	2.302	2.147	2.177	0.394	1.99	2.141	2.175	2.329
YDR204W|COQ4	3.974	7.12	4.956	5.768	6.764	5.777	6.125	4.541	0.858	2.619	1.452	1.453	3.808	6.819	6.175	5.8	4.291	4.226	3.58	2.093	2.41	2.335	1.923	2.291	3.99	4.151	6.853	5.413	5.437	5.225	3.548	2.258	1.651	2.728	1.457	2.219
YML110C|COQ5	15.928	27.925	20.706	17.502	15.241	13.96	13.91	12.176	2.88	11.474	15.295	11.067	21.564	23.14	16.885	15.721	14.299	11.4	10.214	7.728	10.986	14.7	15.322	11.373	26.253	24.612	15.878	10.228	10.261	9.642	13.537	5.205	12.169	12.851	12.082	12.231
YOR125C|CAT5	1.351	1.049	1.092	1.345	1.316	1.082	0.882	0.486	0.332	1.596	1.792	1.561	1.936	1.878	1.813	1.449	1.282	1.16	0.951	0.579	0.91	1.491	0.888	0.998	1.853	1.322	1.693	1.42	1.111	1.123	0.897	0.195	1.209	1.689	1.555	1.411
YDR538W|PAD1	1.61	1.188	1.865	2.074	2.193	2.535	2.503	2.004	2.039	1.207	1.422	1.161	2.375	1.38	1.727	2.139	1.628	2.168	2.194	1.3	1.354	1.464	1.165	1.121	1.901	1.408	1.55	1.566	1.729	1.804	1.936	1.079	1.656	1.194	1.209	1.364
YNL104C|LEU4	28.765	45.571	44.687	43.496	44.109	39.033	43.664	31.787	27.045	28.229	30.752	18.587	35.735	46.961	44.424	46.134	36.321	28.106	29.908	27.73	34.278	23.298	27.158	26.072	31.432	38.872	41.245	25.469	30.747	33.98	27.075	32.761	18.375	23.257	23.667	24.803
YJR148W|BAT2	17.65	40.153	30.622	21.102	15.432	12.205	10.564	10.093	5.515	5.719	6.618	7.56	18.865	36.352	24.652	17.539	13.151	10.873	9.04	8.285	10.105	8.729	8.526	8.428	20.011	32.858	26.588	16.808	13.162	11.287	12.07	8.845	8.559	8.312	10.317	10.207
YJR016C|ILV3	9.767	5.385	7.236	10.362	13.128	14.529	16.585	18.639	20.749	10.846	8.339	13.028	12.06	6.276	9.462	9.977	9.173	12.597	13.436	18.485	24.227	13.1	14.148	12.72	9.585	5.208	10.178	7.552	10.176	13.831	17.711	28.32	16.295	12.363	11.869	13.793
YMR108W|ILV2	6.216	3.227	6.917	7.606	9.549	11.198	12.979	11.682	17.645	9.966	14.046	13.674	10.2	4.272	6.723	5.823	9.632	12.074	8.479	17.821	11.41	11.427	15.281	9.3	9.587	3.654	6.824	7.204	8.532	12.267	15.308	25.346	15.633	12.832	15.21	13.823
YHR208W|BAT1	9.933	2.849	4.932	4.812	5.064	5.318	6.957	10.288	31.935	19.938	23.848	14.481	9.56	2.808	5.208	5.277	5.639	5.836	7.238	21.18	15.304	11.21	16.549	10.442	12.264	4.666	3.18	3.761	4.019	4.891	8.024	27.232	16.488	12.85	14.63	15.914
YDR234W|LYS4	5.452	0.964	1.262	1.505	2.065	2.611	4.645	6.428	17.929	7.947	4.255	7.301	5.67	0.811	1.36	1.782	0.994	2.166	3.496	9.204	17.378	8.568	9.26	9.742	4.013	0.801	1.16	1.358	1.676	2.295	4.627	18.449	10.693	7.773	7.634	7.213
YDL131W|LYS21	11.321	5.839	10.144	8.596	11.273	12.229	11.612	14.648	20.771	16.152	16.056	12.6	10.801	6.041	9.02	9.297	11.672	12.255	15.061	17.144	20.986	15.541	15.218	14.586	10.527	6.636	8.619	8.65	10.263	12.454	13.472	25.425	14.775	13.885	13.049	13.172
YLR355C|ILV5	22.457	16.483	21.221	30.197	28.295	29.672	30.974	34.389	46.481	28.142	33.962	20.844	26.27	16.717	26.573	29.307	32.01	23.036	21.602	38.126	56.96	31.644	32.48	30.834	27.117	12.323	25.441	13.476	23.803	26.034	21.457	53.497	34.416	27.681	29.24	28.221
YDR350C|ATP22	1.263	1.31	1.179	1.166	1.297	1.252	1.172	1.333	0.866	1.029	1.235	0.906	1.277	1.214	1.243	1.394	1.635	1.193	1.19	1.137	1.042	0.989	0.961	0.959	1.632	1.509	1.457	1.213	1.228	1.074	1.378	1.04	1.046	0.878	0.982	1.034
YNL315C|ATP11	13.509	10.313	5.244	4.343	3.982	3.57	3.675	3.238	3	10.724	15.949	12.141	14.731	10.402	5.184	5.491	4.164	3.18	3.029	3.369	5.939	13.22	14.585	11.848	11.332	9.508	5.139	2.736	3.117	2.761	3.897	3.201	9.08	10.219	10.911	11.705
YIL098C|FMC1	5.523	2.035	1.371	1.04	1.084	1.042	1.107	1.12	1.114	5.511	6.191	4.707	5.014	2.393	1.576	1.582	2.025	1.616	1.104	1.005	2.567	3.968	4.149	4.18	7.38	3	1.115	1.452	1.437	1.389	1.544	0.586	3.355	3.815	4.166	4.825
YDR375C|BCS1	5.613	3.161	1.645	1.211	1.112	1.236	1.388	1.417	0.952	3.063	4.184	3.748	5.586	2.432	1.606	1.227	1.392	1.233	1.209	0.932	1.667	4.055	4.054	5.028	6.122	2.995	1.644	1.011	1.278	1.04	1.009	0.815	2.63	3.158	3.637	4.592
YJL180C|ATP12	3.393	1.892	1.183	1.271	1.037	0.971	0.938	0.858	0.238	1.781	1.798	2.457	3.513	2.257	1.208	0.854	0.807	0.877	0.797	0.692	1.763	2.873	3.036	2.797	4.132	1.136	1.372	0.843	1.028	0.97	0.865	0.653	2.029	3.186	3.204	3.117
YGR257C|MTM1	5.135	1.988	2.515	2.391	1.877	2.202	2.414	2.526	2.617	5.186	5.49	4.444	5.228	2.708	2.883	2.582	1.555	2.587	2.237	2.457	3.483	4.492	4.714	4.268	5.474	4.452	1.611	1.548	1.707	1.91	3.007	2.119	3.755	3.663	4.082	4.202
YER017C|AFG3	9.017	9.228	6.032	6.015	7.01	5.827	6.113	4.742	4.562	7.354	8.08	6.054	10.131	7.944	6.889	6.417	6.674	5.21	5.112	3.036	7.323	6.696	8.534	6.91	9.574	7.13	7.012	5.218	5.163	5.081	6.488	3.48	7.934	5.527	6.534	7.488
YMR089C|YTA12	8.679	5.965	3.905	3.597	3.974	3.242	3.181	2.615	2.443	7.895	6.47	7.159	5.138	5.883	3.609	4.106	3.01	3.33	3.202	3.871	5.56	8.251	8.672	6.62	7.872	7.082	4.492	3.217	3.294	3.259	4.283	3.475	7.546	8.232	7.6	8.413
YLR450W|HMG2	4.689	9.197	6.636	10.619	9.015	9.35	10.706	8.145	1.806	3.859	4.801	2.639	5.545	8.088	7.437	10.772	10.113	6.615	6.863	3.973	6.224	4.592	3.891	3.362	4.637	6.465	9.839	5.463	7.482	6.599	7.308	3.185	5.19	3.945	2.916	3.204
YBR185C|MBA1	9.387	4.886	2.825	2.11	1.91	1.592	1.686	2.061	1.967	6.601	7.945	8.669	7.855	5.467	2.979	2.251	1.105	1.726	1.259	1.552	2.712	6.476	8.138	6.567	8.999	3.689	2.794	1.801	1.991	1.82	1.428	1.439	5.608	7.104	7.657	8.287
YGR028W|MSP1	5.308	2.234	2.016	1.66	1.893	1.55	1.667	1.818	1.229	5.223	4.758	3.785	4.723	2.73	2.367	2.11	2.437	1.982	1.558	1.204	3.181	4.12	3.481	3.449	6.392	3.598	1.899	1.945	2.096	1.972	1.988	0.755	4.176	3.412	3.362	3.496
YKL218C|SRY1	1.785	3.746	0.747	0.866	1.025	0.915	0.897	0.576	0.475	0.689	0.995	1.052	2.326	3.372	0.975	0.664	0.808	0.697	0.715	0.397	0.906	0.863	0.965	1.179	1.873	2.499	1.139	0.629	0.678	0.744	0.818	0.571	1.429	1.035	0.965	1.436
YOL071W|EMI5	3.805	8.142	4.781	5.376	4.055	4.402	3.491	3.068	0.479	3.59	6.291	4.621	5.971	7.493	4.472	4.001	3.556	3.742	3.328	1.734	1.057	4.756	4.142	3.283	4.238	6.503	4.877	5.041	3.094	4.074	3.408	0.855	3.501	5.487	5.85	4.928
YMR207C|HFA1	0.852	0.777	0.821	1.286	0.865	0.631	0.666	0.587	0.539	0.419	0.685	0.644	0.615	0.842	0.804	0.868	0.988	0.778	1.055	0.826	0.401	0.625	0.727	0.65	0.763	0.741	0.759	0.785	0.728	0.726	0.845	0.653	0.542	0.824	0.625	0.856
YER061C|CEM1	0.535	0.393	0.437	0.611	0.615	0.634	0.78	0.817	1.332	0.956	0.874	0.686	0.894	0.436	0.541	0.63	0.533	0.694	0.798	1.968	0.895	0.939	0.984	0.721	0.866	0.48	0.207	0.541	0.564	0.655	0.89	2.916	0.995	0.805	0.78	0.806
YKL182W|FAS1	17.005	18.845	23.485	24.056	19.704	24.474	23.637	23.557	11.236	13.735	17.834	16.422	16.669	23.783	16.089	12.669	19.208	18.527	23.456	19.309	4.998	17.285	16.031	15.258	12.484	22.063	28.682	23.268	22.161	24.242	21.139	20.009	13.165	15.654	16.45	13.893
YDR214W|AHA1	8.997	12.577	12.278	16.019	17.606	19.187	19.223	16.94	2.501	11.298	9.51	7.05	7.784	10.2	13.626	17.015	17.613	17.598	16.691	10.188	11.038	11.301	8.712	8.173	9.225	11.318	14.112	14.425	14.738	16.492	16.049	5.963	13.093	8.971	7.716	8.116
YDL198C|GGC1	11.585	5.649	5.762	5.389	5.341	4.902	6.463	6.823	6.734	10.544	10.299	11.581	13.955	5.325	5.642	4.397	5.514	5.55	6.146	6.27	12.881	10.309	14.68	14.198	15.33	5.825	4.644	4.061	3.975	4.766	6.614	9.721	11.804	9.435	9.368	12.366
YMR072W|ABF2	12.468	13.935	11.639	15.507	13.918	13.107	11.48	14.207	5.805	7.103	11.498	7.085	11.799	15.913	13.125	18.169	16.546	11.326	10.69	9.863	4.423	7.407	9.761	10.531	9.521	10.625	15.859	9.708	13.464	7.967	9.895	10.425	5.624	7.835	9.466	9.69
YPR140W|TAZ1	3.552	3.403	2.316	2.22	2.291	2.026	1.772	2.344	2.104	3.22	3.404	2.579	3.372	2.87	2.24	2.126	2.187	2.164	2.08	2.732	2.666	3.182	2.704	3.236	4.077	4.122	2.584	1.877	1.937	2.013	2.482	2.515	3.745	3.019	2.412	3.019
YJR100C|AIM25	4.115	2.658	1.949	2.002	2.146	2.194	1.618	2.412	2.109	3.302	4.009	3.335	3.582	2.331	1.54	1.701	2.524	1.909	2.007	2.029	4.072	3.335	1.694	3.602	4.143	2.767	2.05	1.773	2.428	1.902	1.887	1.706	3.46	3.594	2.746	3.018
YLR253W|NA	8.177	4.025	2.635	2.452	2.268	1.979	2.322	2.625	2.783	4.75	7.396	6.529	8.39	3.34	2.387	2.131	1.677	1.635	2.139	2.874	4.216	6.735	6.695	7.741	6.165	2.225	2.468	1.749	1.947	1.834	1.586	2.873	3.871	5.938	6.337	7.21
YJR045C|SSC1	6.653	8.875	4.848	4.66	4.479	1.769	3.897	3.214	1.69	4.03	9.054	4.726	6.677	6.719	4.623	2.18	4.084	2.969	3.413	2.364	5.682	7.049	6.863	7.404	7.154	5.059	4.208	5.322	4.751	4.504	4.336	1.989	5.58	8.442	8.676	7.158
YBR227C|MCX1	0.855	0.625	0.82	0.81	0.666	0.828	0.998	1.062	1.415	0.92	1.178	0.832	0.822	0.73	0.72	0.86	0.948	0.913	0.965	1.609	0.727	0.802	0.894	1.044	0.53	0.666	0.88	0.761	0.709	0.974	0.879	1.75	0.675	0.737	0.768	0.932
YDR258C|HSP78	9.049	10.784	10.881	10.074	9.768	11.127	10.806	6.887	1.465	9.904	11.619	5.897	6.682	9.482	9.871	10.453	11.501	11.713	12.983	4.739	6.176	9.405	7.129	6.447	7.943	11.111	11.726	12.079	11.165	11.928	9.65	2.555	9.266	8.382	5.286	7.058
YOR232W|MGE1	3.178	2.384	1.386	1.307	1.279	1.17	1.027	1.247	2.937	3.487	3.92	4.459	2.418	2.269	1.404	1.172	0.987	1.404	1.251	1.984	2.526	4.015	3.291	3.135	2.518	2.559	1.428	1.976	1.412	1.464	1.552	2.635	3.16	5.656	4.651	3.409
YLR259C|HSP60	42.833	45.294	31.369	38.097	32.964	31.837	35.677	32.724	14.375	36.522	53.816	33.49	51.676	35.351	27.243	36.102	40.368	22.071	22.369	17.704	42.582	36.244	38.182	35.539	51.812	36.405	31.983	18.083	25.753	25.044	22.148	14.389	34.948	32.108	34.728	36.215
YBL022C|PIM1	12.18	16.664	9.51	11.386	11.971	10.451	11.219	8.004	3.889	14.318	11.292	13.595	18.008	14.368	11.159	11.056	10.181	9.608	9.418	4.972	14.233	14.875	18.209	15.357	14.663	10	11.63	8.354	9.315	9.539	11.81	7.65	13.94	15.106	13.555	15.031
YOR020C|HSP10	24.216	26.617	14.568	20.054	18.499	18.745	17.319	16.048	12.725	26.221	22.104	27.158	27.351	27.306	17.098	21.774	20.178	16.505	12.886	9.339	23.81	24.383	26.407	25.546	18.153	18.143	20.113	18.171	14.843	20.314	13.898	12.288	13.513	26.542	26.492	23.361
YPL063W|TIM50	2.663	3.703	2.666	2.593	2.468	2.133	1.873	1.937	3.838	4.762	3.587	4.321	4.589	3.202	3.22	2.523	2.097	2.493	2.013	3.301	3.056	4.552	4.967	3.327	3.22	1.878	2.523	2.261	1.827	2.028	2.247	3.518	4.982	4.661	4.852	4.331
YIL022W|TIM44	6.369	3.415	2.79	2.697	1.868	2.9	3.226	2.997	3.8	7.557	7.83	5.198	7.412	3.368	3.409	3.055	2.612	2.709	2.697	3.348	4.841	6.031	6.618	4.731	8.773	4.601	2.268	2.212	2.106	2.307	3.614	3.422	6.534	5.324	5.245	5.87
YJL054W|TIM54	2.402	1.659	1.396	1.537	1.477	1.096	1.407	1.478	2.062	1.75	2.352	1.882	2.075	1.769	1.176	1.175	1.291	1.282	1.209	1.979	2.681	2.36	2.494	2.08	2.663	1.472	1.579	1.257	1.371	1.116	1.52	2.015	2.237	2.186	2.545	2.362
YGR033C|TIM21	3.99	5.153	4.729	4.867	5.081	5.234	4.997	4.912	4.008	3.455	3.325	2.229	3.654	5.143	6.229	5.123	5.196	5.843	4.809	3.881	2.862	2.748	2.269	1.956	5.12	6.75	6.408	5.644	5.004	5.392	6.301	2.742	3.214	2.305	2.349	2.337
YJL104W|PAM16	2.587	0.997	0.779	0.649	0.467	0.467	0.446	0.846	1.506	1.803	1.945	2.058	1.969	1.034	0.595	0.475	0.681	0.592	0.67	1.104	1.041	1.94	0.939	1.772	1.586	0.68	0.609	0.56	0.681	0.626	0.486	1.305	1.931	2	1.602	1.793
YLR008C|PAM18	5.047	2.637	1.646	1.557	1.342	1.298	1.621	2.164	5.282	4.612	4.791	5.534	4.726	2.511	1.841	1.658	1.753	1.423	1.557	4.567	4.995	4.962	5.423	4.858	5.47	2.55	1.666	1.417	1.454	1.708	1.701	6.044	4.443	4.657	5.006	5.017
YOR297C|TIM18	1.471	2.599	2.876	2.542	1.926	1.728	1.925	1.782	3.433	2.721	2.626	2.495	2.216	1.59	2.411	2.051	2.095	1.924	2.21	2.134	2.535	3.108	3.222	2.511	2.054	2.125	2.355	2.025	1.558	1.537	2.07	3.117	3.111	2.833	3.134	2.326
YHR005C-A|MRS11	19.991	12.314	6.553	6.56	6.488	6.199	6.3	6.486	10.222	16.664	20.208	14.84	14.026	10.567	9.526	7.208	8.482	8.194	6.351	7.853	7.48	13.505	14.821	12.922	22.205	15.595	7.495	8.41	7.337	7.11	7.346	5.789	11.087	13.521	14.483	15.938
YJL143W|TIM17	12.448	8.287	6.817	7.195	7.088	5.798	5.639	4.715	6.903	9.972	8.863	11.952	12.711	9.541	3.74	5.119	5.33	4.588	4.779	5.03	7.911	11.161	10.94	10.2	12.085	6.689	7.086	5.211	4.552	5.359	4.599	6.894	10.538	11.355	11.167	11.786
YBR091C|MRS5	2.627	1.527	1.259	1.114	0.878	1.088	1.234	1.446	3.208	4.03	3.57	3.049	2.246	1.633	1.366	1.219	1.002	1.199	1.056	2	2.993	2.881	2.727	2.499	2.935	1.428	1.348	1.215	1.302	1.369	1.255	2.2	3.007	2.455	2.794	3.047
YEL020W-A|TIM9	14.167	6.877	4.228	3.802	2.98	3.16	3.693	4.112	4.041	11.584	15.432	12.899	11.187	8.208	6.045	5.265	4.247	5.447	4.254	5.938	3.853	9.255	8.444	9.091	13.766	7.143	4.252	6.383	6.55	6.347	4.239	4.46	5.697	9.424	11.288	12.075
YGR181W|TIM13	15.267	12.453	8.135	6.161	5.861	5.985	7.424	6.087	7.369	12.027	15.433	9.502	15.231	10.239	7.233	7.304	6.245	4.759	6.072	6.418	10.83	11.754	13.131	11.781	18.085	11.972	5.204	4.226	4.487	4.047	7.46	7.634	10.414	8.958	9.289	10.605
YNR017W|TIM23	10.918	8.29	7.042	6.686	6.432	4.881	5.543	6.758	9.886	13.159	12.113	11.675	12.055	7.307	5.826	6.345	5.397	4.779	4.843	10.145	11.029	13.26	13.946	12.282	10.999	8.492	6.079	4.424	4.81	4.18	6.236	12.245	12.676	10.81	11.288	11
YMR267W|PPA2	1.673	1.4	1.116	0.762	0.578	0.615	0.666	0.664	0.28	0.733	1.097	1.17	1.225	1.258	0.869	0.934	0.717	0.484	0.649	0.527	0.509	0.87	1.166	1.151	1.667	1.149	0.775	0.731	0.597	0.63	0.605	0.326	0.549	1.087	1.299	1.359
YLR125W|NA	0.233	0.221	0.193	0.34	0.305	0.304	0.257	0.187	0.126	0.107	0.102	0.145	0.278	0.164	0.161	0.289	0.462	0.254	0.174	0.138	0.111	0.148	0.054	0.243	0.148	0.129	0.244	0.128	0.218	0.194	0.117	0.129	0.043	0.144	0.199	0.177
YDR493W|AIM8	4.322	2.436	1.18	1.184	1.117	1.027	0.748	1.065	1.37	4.982	3.946	4.469	4.243	2.04	1.312	1.227	1.115	1.237	1.026	1.016	3.418	5.008	4.254	4.874	4.164	1.76	1.329	1.143	1.288	1.065	1.165	1.351	4.136	4.469	3.429	4.199
YGR112W|SHY1	2.47	2.013	1.464	1.031	1.229	1.115	1.393	1.321	0.093	1.619	2.648	1.621	2.643	1.603	1.326	0.814	1.05	1.095	1.243	0.623	0.981	2.18	1.924	1.762	3.197	1.721	1.121	1.272	1.045	1.164	1.465	0.349	1.397	2.1	1.626	1.916
YGR062C|COX18	4.209	2.324	2.251	2.21	2.277	2.209	2.47	2.343	2.562	7.152	7.095	3.191	4.528	2.399	2.186	2.507	2.315	2.019	2.259	2.623	4.102	5.419	4.605	3.831	5.637	3.163	1.863	1.504	1.688	2.016	2.514	2.204	5.227	4.14	3.558	3.718
YER058W|PET117	5.358	3.029	0.85	1.008	0.947	0.879	0.477	0.812	0.354	4.942	4.863	5.009	6.509	2.847	0.946	1.032	0.531	0.878	0.465	0.597	2.429	4.836	6.05	5.434	4.341	1.331	0.803	0.925	0.975	0.918	0.586	0.403	3.38	5.185	5.366	5.722
YHR116W|COX23	3.274	2.124	0.886	0.711	0.662	0.61	0.613	0.545	0.362	1.364	2.242	1.602	2.966	2.165	1.026	0.677	0.496	0.436	0.489	0.301	0.673	1.669	1.589	1.754	4.466	1.998	0.787	0.513	0.404	0.463	0.665	0.314	1.055	1.288	1.392	1.579
YOR266W|PNT1	1.187	0.769	0.53	0.476	0.367	0.356	0.319	0.455	0.26	0.879	1.535	1.152	0.896	0.691	0.542	0.437	0.602	0.468	0.608	0.481	0.553	1.122	1.102	0.894	1.136	0.994	0.46	0.608	0.426	0.494	0.58	0.349	0.729	1.211	1.291	1.008
YML129C|COX14	18.468	15.572	9.425	8.753	7.074	6.716	4.371	5.461	4.435	12.336	16.54	13.052	14.172	15.059	7.073	5.025	4.551	5.415	5.918	3.781	11.746	13.486	12.782	12.756	14.549	13.56	9.138	7.431	6.041	6.069	6.868	3.515	10.158	10.882	14.411	11.905
YDL107W|MSS2	1.341	1.031	0.549	0.373	0.6	0.416	0.271	0.431	0.213	0.747	0.99	1.01	0.991	1.157	0.616	0.541	0.531	0.566	0.396	0.24	0.346	1.031	0.967	1.209	1.631	1.567	0.564	0.831	0.561	0.56	0.536	0.198	0.698	1.248	0.98	1.333
