GENE_ID	GSM77298_T1	GSM77299_T2	GSM77300_T3	GSM77301_T4	GSM77302_T5	GSM77303_T6	GSM77304_T7	GSM77305_T8	GSM77306_T9	GSM77307_T10	GSM77308_T11	GSM77309_T12	GSM77310_T13	GSM77311_T14	GSM77312_T15	GSM77313_T16	GSM77314_T17	GSM77315_T18	GSM77316_T19	GSM77317_T20	GSM77318_T21	GSM77319_T22	GSM77320_T23	GSM77321_T24	GSM77322_T25	GSM77323_T26	GSM77324_T27	GSM77325_T28	GSM77326_T29	GSM77327_T30	GSM77328_T31	GSM77329_T32	GSM77330_T33	GSM77331_T34	GSM77332_T35	GSM77333_T36
YJR034W|PET191	6.191	3.339	1.975	1.678	1.609	1.44	1.478	1.634	0.567	3.043	3.703	3.439	3.901	2.792	1.436	1.757	2.513	1.434	1.447	0.74	3.115	2.821	1.611	3.714	6.005	3.015	1.738	1.317	1.573	1.7	1.318	0.559	2.344	2.601	2.627	3.055
YDR231C|COX20	8.322	11.126	10.151	8.031	8.246	7.581	8.003	6.191	2.092	5.36	5.473	5.078	8.127	11.227	9.71	9.224	7.75	6.068	5.54	3.259	9.32	5.049	4.792	5.965	6.708	11.717	9.148	6.256	6.639	6.835	5.741	2.665	5.791	4.306	4.281	5.41
YDR079W|PET100	4.115	2.756	2.37	1.825	1.55	1.724	1.426	1.683	1.907	7.397	6.241	4.558	6.333	3.848	2.393	3.071	1.476	1.709	1.368	1.446	4.072	4.067	2.791	2.947	7.812	3.027	2.649	1.962	2.156	1.983	1.179	1.224	3.834	3.06	3.62	4.742
YDR511W|ACN9	9.449	6.69	4.594	2.949	3.16	3.106	2.406	2.92	1.438	7.859	7.397	7.071	7.274	6.127	4.093	3.345	2.774	3.571	2.656	2.104	3.726	6.699	5.555	7.089	8.088	7.459	3.8	3.839	3.963	3.783	3.063	1.747	5.348	5.82	6.134	7.202
YLR390W|ECM19	4.331	3.119	2.22	2.168	1.779	1.631	1.74	1.831	1.277	4.617	6.404	4.23	5.664	2.689	2.156	1.9	1.581	1.735	1.078	1.143	2.946	4.27	4.992	4.488	4.86	3.462	2.936	1.579	1.753	1.668	1.066	1.383	4.113	4.347	4.894	4.816
YDR512C|EMI1	9.187	9.845	6.486	7.567	5.906	7.264	5.478	6.728	3.303	8.435	5.846	5.919	6.608	10.102	10.019	8.267	8.502	8.329	4.925	5.626	4.477	5.489	4.715	5.49	7.048	9.743	9.788	9.739	9.632	9.915	7.286	5.457	5.078	5.23	4.993	6.254
YDR232W|HEM1	9.461	9.416	10.257	9.361	7.594	8.446	9.638	8.076	15.587	9.717	9.163	8.418	10.812	7.456	9.528	8.961	8.682	7.365	8.728	10.743	18.198	9.858	10.147	11.719	9.569	9.222	9.072	7.963	7.678	8.011	9.086	15.151	12.976	9.307	7.22	10.384
YIL094C|LYS12	9.215	1.681	2.202	3.281	3.443	4.477	5.868	8.076	20.378	17.585	16.963	11.781	7.389	1.749	3.06	3.669	4.338	6.214	6.741	13.81	11.118	11.476	12.242	9.136	9.667	2.791	1.52	3.868	4.375	5.299	7.98	11.921	13.5	11.252	11.036	10.469
YBR121C|GRS1	9.235	6.147	7.396	7.125	6.63	6.351	6.348	8.504	21.939	12.215	7.332	11.636	7.431	5.932	7.595	6.08	5.282	7.231	6.78	11.58	10.305	11.405	11.63	11.332	6.72	4.728	6.24	6.094	6.398	6.994	6.533	15.593	12.796	10.493	11.807	13.221
YDR376W|ARH1	3.847	1.731	1.3	1.236	1.359	1.316	1.494	1.486	1.045	3.243	2.436	2.418	3.524	1.639	1.53	1.477	1.326	1.298	1.339	1.56	2.085	2.998	2.592	2.797	3.363	1.967	1.558	1.285	1.204	1.273	1.241	1.229	2.938	2.393	2.31	2.777
YER141W|COX15	21.053	22.837	15.123	13.286	13.359	12.042	12.312	10.661	3.361	13.414	12.256	13.074	19.71	21.534	15.781	15.014	10.763	9.957	9.635	7	12.157	10.961	14.739	14.755	21.37	19.142	16.549	10.92	10.794	10.675	11.774	5.666	12.312	9.41	11.25	13.312
YCL017C|NFS1	6.759	5.887	6.356	5.28	5.865	5.756	6.02	6.034	5.88	7.661	5.559	6.021	7.673	5.403	5.061	5.944	4.992	5.079	5.398	5.762	9.058	6.552	6.855	7.591	8.254	5.892	5.158	4.057	4.688	4.686	5.929	7.126	7.867	5.827	6.313	7.258
YPL252C|YAH1	8.888	6.376	5.524	4.931	4.712	4.585	5.585	6.494	13.956	17.428	18.708	15.103	15.975	5.868	5.661	5.123	4.554	3.982	4.544	10.219	9.563	17.518	19.68	15.763	15.481	5.953	6.153	3.456	3.719	3.886	6.481	14.491	14.93	13.685	15.157	14.301
YGL018C|JAC1	1.758	1.362	0.862	0.746	0.6	0.869	0.767	0.937	0.676	1.016	1.887	1.411	1.016	1.251	0.812	0.588	0.814	0.787	1.139	1.509	0.863	1.384	1.483	1.398	1.546	1.025	0.602	0.723	0.751	0.674	1.221	1.697	0.922	1.39	1.31	1.378
YPL135W|ISU1	27.442	28.017	19.901	26.031	23.487	29.045	31.548	20.165	12.401	12.854	11.837	9.322	28.7	26.492	24.78	28.172	27.756	20.836	20.696	10.634	16.122	10.158	11.999	11.11	25.137	27.928	22.001	17.871	19.131	24.062	20.043	11.886	8.537	9.411	9.958	10.437
YPR067W|ISA2	3.261	3.453	3.064	2.857	2.23	2.393	2.213	2.255	1.251	3.326	2.832	3.464	3.821	3.256	3.41	2.857	2.119	2.441	2.414	1.737	2.565	3.61	4.326	2.73	2.32	2.908	3.11	2.279	2.201	2.31	2.57	1.193	4.436	3.557	4.123	3.954
YLL027W|ISA1	4.934	4.409	5.848	5.094	5.519	4.719	7.176	5.985	9.15	5.686	7.352	5.185	5.519	4.607	5.165	4.475	5.981	5.782	5.646	5.122	10.439	6.314	5.502	5.221	5.584	6.102	5.69	4.101	5.652	5.722	6.817	5.692	7.656	5.055	5.111	5.04
YOR226C|ISU2	0.751	1.183	1.507	1.315	1.455	1.479	2.014	2.741	9.306	4.38	3.506	2.727	1.871	1.355	1.439	1.632	1.344	1.412	1.696	8.828	5.083	2.816	3.211	2.294	1.963	1.123	1.542	1.161	0.979	1.311	2.022	11.25	4.154	2.889	3.058	2.672
YDL120W|YFH1	3.078	3.662	4.44	2.962	2.994	2.565	1.996	1.854	1.839	3.61	3.051	3.77	4.971	3.973	3.336	2.981	1.293	2.281	2.24	0.955	4.097	3.412	3.794	3.151	4.015	2.979	2.658	2.063	2.38	1.995	1.159	0.823	4.618	3.156	3.478	3.659
YPL059W|GRX5	6.691	4.165	5.372	5.568	5.478	5.568	5.917	6.019	3.097	8.771	7.401	8.022	8.4	5.256	5.261	5.397	4.31	5.276	4.721	3.467	5.725	7.752	7.341	6.745	6.679	3.93	5.054	5.041	5.443	5.761	5.935	3.269	7.163	7.918	8.111	8.144
YOR040W|GLO4	0.402	0.483	0.681	0.589	0.595	0.644	0.887	0.829	0.452	0.278	0.393	0.287	0.55	0.624	0.523	0.934	1.065	0.919	1.183	0.985	0.382	0.353	0.31	0.308	0.316	0.86	0.506	0.69	0.87	0.603	0.919	0.606	0.33	0.257	0.267	0.207
YDR272W|GLO2	3.844	4.689	5.394	6.112	5.688	5.429	3.853	4.173	4.282	4.609	3.033	2.899	4.238	5.797	5.942	5.877	3.884	5.515	3.8	4.55	3.778	3.858	2.913	3.311	5.002	4.401	6.41	6.873	6.3	5.041	3.148	4.571	3.264	4.178	3.157	3.652
YMR098C|ATP25	2.202	1.636	1.261	1.1	1.192	0.956	1.182	0.98	0.996	1.596	2.208	1.851	2.16	1.684	1.182	1.106	1.276	0.847	0.972	1.151	1.689	2.012	1.645	2.704	2.071	0.975	1.281	1.23	1.232	0.978	0.718	1.095	1.621	1.868	2.04	2.148
YPL072W|UBP16	0.944	0.884	0.526	0.396	0.432	0.399	0.343	0.366	0.251	0.392	0.735	1.083	0.869	0.85	0.437	0.421	0.353	0.331	0.392	0.222	0.502	0.756	0.878	1.067	0.884	0.556	0.492	0.396	0.374	0.303	0.289	0.287	0.378	0.901	0.948	0.913
YJR109C|CPA2	6.84	6.602	13.431	10.02	14.636	14.065	14.807	13.045	6.421	3.389	8.032	7.897	7.232	7.868	11.606	9.947	15.295	15.058	12.83	10.425	7.507	5.885	8.295	7.096	7.658	7.789	12.353	9.428	13.261	16.2	17.518	9.561	5.325	6.85	9.01	8.554
YBR291C|CTP1	1.548	0.642	1.167	1.102	1.045	1.319	1.938	5.039	24.992	8.9	5.364	4.814	1.908	0.809	1.28	1.28	1.207	1.486	2.552	15.427	12.69	6.059	5.709	4.298	1.85	0.572	1.093	1.135	1.186	1.67	3.13	22.331	10.357	4.909	5.072	4.416
YOR303W|CPA1	10.537	17.201	30.258	29.361	33.54	36.361	39.594	30.333	23.809	10.083	12.561	11.764	12.557	16.449	26.965	33.432	41.882	30.578	32.073	30.236	14.399	9.65	14.515	13.472	10.613	21.885	27.096	19.823	28.128	30.738	36.094	35.915	10.475	9.164	12.488	10.426
YPL215W|CBP3	5.067	4.825	2.822	3.197	2.249	2.135	1.817	2.003	2.748	4.882	5.628	6.802	6.745	4.549	2.746	2.696	1.816	2.407	2.176	2.258	5.042	6.403	7.008	7.731	5.614	4.898	2.732	2.303	1.788	1.907	1.993	2.566	6.676	6.256	6.05	3.802
YGR174C|CBP4	6.6	7.068	3.882	3.103	2.379	2.775	3.057	2.699	0.817	3.561	5.283	4.24	6.282	6.242	4.422	3.444	3.543	3.189	2.83	1.224	1.374	3.483	4.237	3.525	9.492	5.889	3.104	3.307	2.989	2.545	2.575	0.831	2.565	3.239	3.695	4.56
YIL077C|NA	2.606	3.876	1.957	2.881	3.486	3.346	3.174	2.619	0.741	1.574	2.118	1.096	2.367	3.894	3.316	3.36	4.017	2.523	2.841	0.989	1.391	1.592	1.238	1.5	3.325	2.781	1.818	2.405	2.801	2.363	3.143	1.101	1.626	1.507	1.108	1.255
YFL030W|AGX1	39.014	38.01	25.242	23.576	23.875	22.547	23.232	22.333	4.063	29.576	38.594	27.262	41.617	37.031	25.733	25.87	17.342	17.236	18.793	13.95	18.518	25.753	31.02	27.383	51.316	39.185	20.316	16.993	15.749	17.196	21.671	14.299	28.074	23.038	25.749	32.487
YLR281C|NA	1.405	1.532	1.381	1.395	1.565	1.31	1.121	0.649	0.197	0.871	0.942	0.856	1.292	1.455	1.009	1.426	1.186	0.999	1.027	0.472	0.503	0.74	0.778	0.847	0.998	1.981	1.886	1.359	1.437	1.354	0.918	0.419	0.712	0.864	0.748	0.907
YLR290C|NA	3.827	4.932	3.596	5.412	2.721	5.584	5.054	6.029	1.125	2.507	3.751	2.66	4.047	5.241	4.816	6.548	6.919	4.955	4.046	3.273	3.114	2.85	3.079	3.233	4.764	4.012	5.714	4.519	6.252	6.374	3.516	2.776	2.714	3.209	2.982	2.795
YNL133C|FYV6	1.401	1.271	2.291	2.11	1.786	1.813	1.905	2.227	1.814	1.627	1.806	1.476	1.861	1.594	1.994	2.019	2.479	2.127	1.814	2.283	1.674	1.196	1.345	0.991	1.864	1.74	2.512	2.269	1.767	2.224	2.069	1.817	1.795	1.349	1.418	1.548
YPR061C|JID1	1.586	2.077	1.612	1.804	1.283	1.528	1.58	1.098	0.743	0.802	0.494	0.783	2.144	2.305	1.976	1.795	1.142	1.353	1.15	1.258	1.499	0.563	0.697	0.99	1.608	1.873	2.049	1.669	1.409	1.482	1.697	1.504	0.727	0.703	0.707	1.114
YLR393W|ATP10	0.365	0.284	0.352	0.198	0.213	0.149	0.203	0.154	0.291	0.302	0.369	0.346	0.39	0.284	0.254	0.136	0.169	0.167	0.182	0.192	0.273	0.383	0.484	0.277	0.253	0.234	0.238	0.196	0.195	0.165	0.165	0.257	0.471	0.441	0.389	0.293
YLR139C|SLS1	0.73	0.49	0.635	0.38	0.345	0.369	0.258	0.257	0.711	0.685	0.776	0.642	0.82	0.376	0.419	0.298	0.494	0.296	0.445	0.376	1.279	0.751	0.727	0.922	0.855	0.652	0.579	0.306	0.272	0.295	0.351	0.629	0.849	0.634	0.729	0.803
YLR091W|NA	0.299	0.336	0.407	0.308	0.449	0.319	0.35	0.371	0.374	0.165	0.22	0.223	0.321	0.295	0.345	0.378	0.42	0.305	0.346	0.302	0.214	0.175	0.223	0.283	0.311	0.458	0.372	0.326	0.343	0.335	0.307	0.405	0.143	0.178	0.25	0.196
YMR166C|NA	3.186	2.158	2.24	1.639	1.135	1.068	1.118	1.335	1.144	2.146	3.215	3.037	3.971	1.92	1.416	1.038	0.886	0.845	0.728	0.9	1.551	2.966	3.488	2.334	3.371	2.536	1.594	0.924	1.011	0.988	0.831	0.967	3.238	2.907	3.194	3.359
YPL004C|LSP1	29.538	51.474	41.85	47.489	45.136	43.231	44.805	33.461	9.837	16.409	13.118	12.719	35.153	53.273	45.729	49.499	41.14	31.921	30.633	18.457	23.951	13.763	12.967	15.308	38.513	45.182	47.3	32.253	32.354	36.169	40.321	19.559	19.109	13.382	11.873	14.473
YNL169C|PSD1	3.558	4.138	5.721	4.321	3.398	2.351	2.088	1.839	4.576	4.095	5.942	7.927	8.457	4.161	4.963	3.009	2.159	2.247	1.901	2.4	3.842	4.13	9.769	5.983	5.304	2.973	4.356	2.667	1.794	1.974	1.608	2.546	4.375	5.084	7.189	7.707
YMR241W|YHM2	12.096	3.972	4.823	4.637	2.804	2.996	2.417	5.866	19.188	9.609	11.845	10.242	7.277	4.034	4.288	3.752	3.428	2.887	3.964	11.714	11.562	11.799	10.705	11.248	9.576	3.885	3.722	3.617	3.243	3.123	4.965	16.293	11.569	10.652	10.815	10.623
YKL120W|OAC1	1.943	1.892	2.16	2.454	2.384	2.426	3.275	7.088	26.473	12.359	10.745	7.948	4.281	2.265	1.86	2.924	3.151	2.327	3.686	31.699	17.36	9.014	9.172	6.879	5.658	2.524	2.639	1.616	2.02	2.429	3.964	33.362	12.321	6.075	5.824	5.933
YIL124W|AYR1	17.831	33.319	36.267	34.337	37.118	32.525	34.866	30.339	5.264	10.859	15.269	9.074	18.475	37.508	41.907	43.096	44.19	31.145	29.4	14.826	3.29	10.655	10.828	7.482	29.079	50.07	37.352	29.454	34.081	33.217	37.735	13.23	6.789	10.056	8.638	9.777
YOL033W|MSE1	2.356	1.38	0.703	0.593	0.431	0.699	0.727	0.633	0.552	2.796	2.839	2.56	2.861	0.944	0.634	0.638	0.575	0.587	0.611	0.562	1.328	3.127	2.595	2.624	2.15	1.298	0.63	0.641	0.664	0.561	0.562	0.414	2.085	2.601	2.648	2.331
YHR037W|PUT2	13.317	9.349	5.196	7.423	7.367	6.673	6.619	6.574	4.811	10.344	10.737	9.23	11.948	8.041	9.111	6.85	7.959	7.621	6.077	5.6	8.719	7.513	9.68	9.571	14.788	9.445	5.335	7.343	6.624	6.065	7.356	2.957	10.851	7.531	8.512	10.796
YLR089C|ALT1	20.456	27.024	17.573	17.404	16.603	13.684	14.459	13.75	15.419	25.013	20.001	16.066	24.603	22.482	17.474	14.954	15.786	11.033	11.554	11.833	25.278	25.112	20.81	19.417	23.967	21.404	18.704	11.104	12.194	11.328	14.423	14.566	24.418	19.614	18.24	18.859
YOR335C|ALA1	9.812	4.361	5.75	5.04	3.971	5.173	5.709	7.165	19.795	10.906	10.866	9.116	7.662	4.372	4.459	5.551	7.212	4.901	6.873	11.302	14.251	6.044	7.999	8.602	10.25	6.269	5.687	5.171	5.324	5.738	7.357	16.426	8.77	6.876	8.753	7.441
YDL171C|GLT1	16.772	20.114	14.715	16.233	16.466	14.525	12.987	13.63	18.984	18.481	12.616	10.953	18.37	19.009	18.555	18.594	18.963	12.543	12.658	11.398	20.024	12.873	12.542	14.12	19.504	25.299	18.83	15.786	13.3	13.249	13.727	15.417	17.768	10.644	11.022	15.259
YAL062W|GDH3	16.881	23.862	20.899	19.825	18.422	16.364	15	11.775	6.454	17.409	9.532	5.814	23.61	24.908	21.427	23.053	16.194	12.578	9.098	12.797	28.178	10.546	10.425	12.621	30.625	25.053	22.534	13.578	15.154	11.145	12.843	15.049	23.862	9.455	10.818	15.028
YDR316W|OMS1	7.873	3.292	1.758	1.414	1.315	1.123	1.291	1.572	1.275	6.364	7.312	5.981	6.679	2.981	1.869	1.421	1.66	1.352	1.301	1.43	3.365	5.611	5.709	5.542	8.998	2.664	1.735	1.428	1.361	1.437	1.679	1.25	4.157	5.084	5.123	6.039
YER154W|OXA1	4.909	2.792	3.132	3.151	3.512	2.971	2.059	1.65	4.762	5.235	7.253	5.65	8.933	3.753	2.639	3.314	1.586	2.444	1.422	3.175	4.046	6.193	6.058	4.543	7.02	3.568	2.474	2.374	2.489	2.364	2.539	4.953	6.81	5.789	6.104	6.59
YKL212W|SAC1	7.376	2.991	4.15	3.503	3.731	2.704	2.527	3.822	13.769	9.197	7.909	6.799	6.481	2.774	2.026	3.388	2.781	2.305	2.754	7.204	10.765	7.228	5.097	7.189	6.549	2.946	3.76	2.11	2.598	2.039	2.833	10.689	9.454	6.263	4.138	5.844
YGR094W|VAS1	6.621	3.853	4.19	4.214	4.69	4.28	4.61	4.179	9.594	7.954	7.148	6.724	6.177	4.525	5.012	5.035	3.92	5.051	4.032	6.106	8.872	6.369	7.618	5.941	8.046	4.864	2.587	4.126	4.295	4.708	6.078	8.674	7.023	6.648	6.784	6.592
YNL312W|RFA2	4.795	4.015	5.33	3.957	4.074	4.009	4.131	3.982	1.419	9.039	8.636	5.529	4.403	4.1	3.932	3.344	5.115	3.183	4.431	3.459	5.555	9.342	6.289	5.762	4.443	3.682	4.096	2.826	3.585	3.056	4.402	1.834	7.577	5.466	5.237	5.027
YBR136W|MEC1	0.875	1.157	1.014	1.084	1.201	1.283	1.145	1	0.815	0.522	0.517	0.632	0.847	1.081	1.113	1.419	1.332	1.2	1.203	0.72	0.581	0.644	0.52	0.829	1.117	1.288	1.124	1.284	1.178	1.141	1.326	0.758	0.515	0.71	0.545	0.655
YCR028C-A|RIM1	16.935	13.282	10.905	10.549	9.517	10.776	10.166	11.51	12.202	13.307	15.568	15.013	13.402	12.716	11.017	11.792	12.297	10.825	9.99	10.175	11.925	10.617	13.098	14.798	18.382	17.403	12.449	11.443	13.148	12.275	11.196	13.166	8.074	10.221	13.498	14.857
YMR234W|RNH1	0.352	0.397	0.316	0.493	0.455	0.438	0.398	0.637	1.023	0.533	0.338	0.552	0.338	0.507	0.454	0.45	0.357	0.458	0.421	0.849	0.509	0.514	0.477	0.522	0.38	0.415	0.424	0.549	0.533	0.288	0.528	0.928	0.459	0.455	0.524	0.48
YJL005W|CYR1	1.968	2.377	2.225	2.694	2.667	2.505	2.16	2.256	0.61	1.414	1.308	1.213	2.119	2.349	1.876	1.41	1.973	2.141	2.385	1.828	1.241	1.615	0.865	1.367	1.308	1.853	2.281	2.279	2.472	2.393	1.977	1.446	1.863	1.532	1.085	1.371
YOL081W|IRA2	3.973	8.087	5.46	8.664	8.621	10.405	7.066	8.004	3.64	3.806	3.927	3.707	4.856	7.256	7.279	9.474	8.703	8.801	9.946	6.428	4.067	4.323	3.506	3.248	3.25	5.807	7.63	9.641	9.373	10.201	8.564	5.91	3.724	4.046	3.616	3.679
YBR044C|TCM62	0.707	0.481	0.342	0.335	0.239	0.293	0.405	0.231	0.173	0.479	0.409	0.447	0.775	0.466	0.397	0.397	0.323	0.226	0.315	0.162	0.397	0.427	0.411	0.661	0.739	0.547	0.257	0.267	0.24	0.27	0.325	0.135	0.321	0.462	0.364	0.539
YBR221C|PDB1	10.213	15.547	15.537	13.044	11.209	12.535	9.896	10.119	5.855	8.786	8.152	9.087	9.618	15.659	13.239	11.563	7.32	11.847	10.807	8.817	6.552	10.488	10.102	10.62	8.856	12.751	13.713	12.38	10.562	11.776	7.81	8.114	8.915	10.224	10.54	10.726
YNL071W|LAT1	13.953	31.006	33.207	28.456	25.247	20.983	18.384	14.484	10.473	18.483	22.501	17.56	26.193	31.599	28.537	24.297	18.147	17.174	13.333	13.533	11.891	18.473	21.34	15.059	20.452	30.522	27.979	18.039	14.466	15.97	12.907	12.585	16.957	15.945	18.476	18.913
YDR430C|CYM1	4.482	4.059	2.076	1.696	1.77	1.824	1.804	1.188	0.783	2.97	2.433	2.72	4.228	3.086	2.079	1.291	1.11	1.493	1.304	0.999	2.686	3.535	3.179	3.966	3.274	2.488	1.503	1.614	1.677	1.507	1.278	1.085	2.805	3.555	3.179	3.415
YIL125W|KGD1	21.741	20.195	14.667	17.125	14.547	14.522	14.469	11.422	4.013	25.753	24.437	20.595	27.215	20.14	20.628	19.503	16.896	12.785	11.173	6.214	19.186	18.716	23.253	18.715	34.534	22.251	12.485	13.114	12.363	11.349	13.36	6.227	24.384	17.121	18.029	19.757
YDR148C|KGD2	14.323	12.706	14.304	11.101	10.93	11.103	10.745	10.006	3.074	16.149	12.758	12.511	15.346	11.911	11.842	12.422	8.524	9.19	9.338	5.138	12.11	14.475	12.915	11.81	14.918	14.778	11.193	9.904	9.134	8.997	7.915	2.869	14.611	13.099	14.055	15.179
YBR208C|DUR1.2	2.721	1.766	1.596	3.21	4.529	3.881	3.627	5.901	19.872	13.459	1.205	2.15	4.645	2.317	2.935	3.91	4.738	3.54	4.237	6.918	33.121	4.372	1.989	3.643	4.403	1.967	2.796	3.625	4.201	4.16	6.813	14.279	21.364	2.571	2.063	3.98
YGR193C|PDX1	5.678	7.101	6.081	5.48	5.355	4.777	4.567	3.539	2.427	3.953	4.797	3.745	6.793	6.934	7.358	6.372	4.014	5.002	3.752	3.47	2.926	4.071	5.317	4.001	8.024	9.973	3.87	3.78	4.062	3.458	5.265	2.524	4.547	3.748	3.7	3.904
YKL029C|MAE1	1.625	1.558	1.977	1.453	1.636	1.781	3.38	6.313	34.959	2.795	2.946	2.968	2.468	1.509	1.836	1.499	2.256	1.736	2.988	27.127	8.431	2.393	3.414	3.43	2.598	2.336	1.924	1.232	1.587	2.045	4.607	40.056	3.059	2.015	3.058	2.908
YER178W|PDA1	22.628	29.092	28.188	23.013	20.519	19.359	21.925	19.867	12.356	15.65	15.977	15.327	21.791	23.828	24.585	19.624	21.916	17.156	17.269	15.553	10.929	15.801	17.267	17.681	16.16	29.445	23.798	19.514	18.981	14.871	21.244	16.923	14.271	14.269	14.402	16.98
YBL064C|PRX1	9.972	16.106	17.194	14.967	12.446	14.318	13.399	11.821	1.933	7.157	8.177	6.477	9.389	15.75	13.616	16.856	20.691	12.771	12.401	7.146	5.733	7.861	6.538	7.667	12.969	20.561	16.166	14.959	14.377	13.851	13.462	4.776	6.756	6.835	6.348	7.629
YGR021W|NA	2.933	1.431	0.409	0.499	0.521	0.401	0.627	0.636	0.642	2.631	3.445	1.913	1.98	1.409	0.763	0.672	0.363	0.455	0.558	0.572	2.054	2.008	2.217	2.709	2.625	1.484	0.632	0.382	0.382	0.442	0.715	0.515	2.077	2.325	2.073	2.443
YLR090W|XDJ1	5.992	3.624	2.303	1.925	2.007	1.687	1.704	2.088	2.236	4.591	5.164	4.078	6.013	2.608	1.88	1.84	2.021	1.543	1.503	2.193	4.416	4.918	4.158	5.041	7.25	3.441	2.442	1.381	1.767	1.653	1.818	2.533	3.562	4.218	4.05	4.268
YIL134W|FLX1	1.198	0.602	0.452	0.424	0.357	0.282	0.411	0.408	1.102	1.635	1.645	1.485	1.051	0.541	0.591	0.438	0.756	0.597	0.378	0.715	1.289	1.122	1.477	1.365	1.589	0.909	0.492	0.578	0.478	0.407	0.592	0.843	1.218	1.072	1.389	1.228
YLR351C|NIT3	8.686	5.679	5.103	6.027	5.82	4.877	5.102	5.753	4.817	7.592	7.969	6.397	7.591	5.932	5.194	5.892	5.816	4.002	4.534	4.962	5.4	7.467	6.754	7.689	8.366	5.85	5.779	4.997	4.951	4.918	4.786	6.567	6.024	6.947	6.674	6.59
YIL070C|MAM33	20.278	12.782	4.291	3.273	3.089	2.806	3.88	3.216	4.594	14.128	27.63	14.607	17.389	11.452	3.309	4.087	3.032	2.361	3.44	2.735	10.751	11.329	18.918	18.087	29.358	7.909	3.462	2.606	2.757	2.541	1.846	2.983	9.279	14.457	15.933	17.424
YER170W|ADK2	2.932	1.903	0.964	0.777	0.824	0.642	0.639	0.717	0.355	2.15	2.186	1.727	2.914	1.889	1.2	0.958	0.662	0.633	0.621	0.208	1.248	2.261	2.045	1.633	3.8	1.856	1.052	0.652	0.646	0.743	0.798	0.187	1.623	2.152	1.856	1.741
YIL066C|RNR3	0.069	0.655	0.106	0.346	0.459	0.571	0.614	0.408	0.208	0.05	0.168	0.15	0.277	0.608	0.404	0.582	0.756	0.395	0.655	0.297	0.221	0.135	0.133	0.118	0.339	0.757	0.183	0.37	0.52	0.413	0.542	0.423	0.204	0.154	0.144	0.158
YJL026W|RNR2	8.984	12.35	13.818	14.801	19.084	16.852	14.77	17.517	13.038	8.627	11.017	6.331	11.38	13.015	13.868	14.571	15.357	16.505	13.131	16.461	16.794	9.257	8.959	8.129	11.868	13.115	12.515	11.375	15.158	15.679	18.214	19.047	11.082	9.471	8.848	9.296
YER070W|RNR1	5.824	1.824	1.556	0.973	0.813	0.883	1.135	1.304	1.869	27.437	14.652	9.615	5.654	1.677	1.229	0.832	0.957	0.824	1.124	1.362	11.266	18.217	13.523	9.383	6.505	2.443	1.452	0.655	0.65	0.599	0.856	0.816	16.763	11.527	9.814	8.746
YGR180C|RNR4	17.254	22.42	19.26	17.793	23.051	23.46	24.654	23.397	18.001	15.006	18.771	12.307	14.296	21.643	18.086	17.547	20.404	19.482	23.999	19.366	12.945	14.641	14.261	12.173	19.774	19.144	11.114	16.602	19.921	19.19	28.93	24.193	11.885	13.156	11.228	12.135
YDR226W|ADK1	17.46	9.261	8.38	7.282	7.07	6.578	7.593	7.21	17.689	24.302	20.152	15.486	18.842	9.189	8.108	9.516	8.34	5.844	7.434	10.537	20.266	16.788	17.516	16.778	18.95	8.867	8.893	6.129	6.319	6.298	6.779	13.888	20.604	13.29	14.381	15.991
YBR026C|ETR1	3.026	8.723	10.788	9.101	6.916	7.767	4.873	6.672	1.205	1.5	1.573	1.644	2.614	8.87	9.779	8.562	7.08	8.271	7.751	4.105	0.634	1.708	1.431	1.672	2.4	6.51	8.733	10.294	7.897	8.241	6.779	3.064	1.214	1.915	2.034	2.245
YDL027C|NA	2.949	4.142	3.553	3.244	1.678	3.206	2.416	1.659	0.713	2.379	1.692	1.627	2.473	3.948	3.516	2.927	2.056	2.951	2.558	1.247	1.355	2.372	1.759	2.433	1.862	2.501	3.382	4.133	3.598	3.297	2.414	0.989	1.723	2.57	1.209	2.626
YML078W|CPR3	27.587	26.083	20.707	21.214	18.773	17.235	16.385	17.484	18.084	24.216	32.879	26.178	29.425	27.191	19.653	16.736	16.676	14.713	15.605	17.269	23.598	22.721	28.587	25.399	36.553	26.451	18.752	13.914	13.445	14.067	19.412	20.028	24.102	23.594	26.021	26.699
YDR019C|GCV1	1.884	1.36	1.19	1.33	1.53	1.595	1.863	2.325	3.979	4.028	2.476	2.187	1.941	1.149	1.218	1.628	1.157	2.049	2.001	1.969	9.209	2.488	2.126	1.949	2.004	1.05	1.356	1.483	1.661	2.008	1.929	3.508	6.841	2.29	2.114	2.043
YGL125W|MET13	12.334	7.043	11.308	9.269	10.3	10.085	10.302	7.966	11.536	13.41	19.363	12.197	12.964	7.592	10.72	9.782	8.726	8.9	9.438	8.093	18.945	12.194	15.719	11.912	17.164	7.895	9.716	7.428	7.488	8.21	10.18	12.206	13.588	10.921	12.689	13.702
YPL023C|MET12	1.966	1.823	2.482	2.08	1.796	2.023	2.532	2.59	4.812	5.04	2.976	2.405	3.148	1.724	2.235	2.168	2.192	1.892	2.067	3.481	6.697	3.371	2.56	2.542	2.733	2.394	2.141	1.818	1.869	1.858	2.519	3.916	4.94	2.216	2.315	2.383
